팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,디그_시도,디그_성공,세트_시도,세트_성공,블로킹_시도,블로킹_성공,범실_범실,포지션,득점점유율,스타팅멤버
현대캐피탈,2017-10-14,1,안드레아스,61.76,60.0,75.0,0.0,53.33,0.0,6,4,2,0,12,2,10,L,0.3382352941176471,1
현대캐피탈,2017-10-14,1,문성민,53.13,45.45,46.15,0.0,71.43,0.25,8,5,2,1,7,0,7,R,0.2647058823529412,1
현대캐피탈,2017-10-14,1,신영석,50.0,50.0,0.0,50.0,0.0,0.25,5,5,4,1,11,5,1,C,0.1470588235294117,1
현대캐피탈,2017-10-14,1,김재휘,50.0,0.0,0.0,50.0,0.0,0.25,3,2,1,1,10,2,5,C,0.1029411764705882,1
현대캐피탈,2017-10-14,1,이시우,75.0,0.0,0.0,0.0,100.0,0.25,5,3,3,2,1,0,4,L,0.1029411764705882,0
현대캐피탈,2017-10-14,1,박주형,50.0,33.33,0.0,0.0,100.0,0.0,8,4,1,0,0,0,0,L,0.0294117647058823,1
현대캐피탈,2017-10-14,1,노재욱,0.0,0.0,0.0,0.0,0.0,0.0,9,5,72,43,6,1,0,S,0.0147058823529411,1
현대캐피탈,2017-10-14,1,여오현,0.0,0.0,0.0,0.0,0.0,0.0,13,12,11,1,0,0,1,Li,0.0,0
대한항공,2017-10-14,0,가스파리니,52.17,46.15,42.86,0.0,58.82,0.5,6,5,0,0,9,0,11,R,0.4,1
대한항공,2017-10-14,0,곽승석,50.0,57.14,100.0,0.0,16.67,0.25,8,7,1,0,5,1,3,L,0.1538461538461538,1
대한항공,2017-10-14,0,정지석,36.36,22.22,60.0,0.0,42.86,0.0,11,8,6,3,6,1,7,L,0.1384615384615384,1
대한항공,2017-10-14,0,진상헌,71.43,100.0,0.0,66.67,0.0,0.25,3,2,0,0,4,0,3,C,0.0923076923076923,1
대한항공,2017-10-14,0,진성태,71.43,0.0,0.0,71.43,0.0,0.0,4,2,0,0,8,1,3,C,0.0923076923076923,0
대한항공,2017-10-14,0,조재영,60.0,0.0,0.0,60.0,0.0,0.0,5,4,0,0,7,1,3,C,0.0615384615384615,1
대한항공,2017-10-14,0,한선수,100.0,100.0,0.0,0.0,0.0,0.5,8,5,86,46,2,0,4,S,0.0615384615384615,1
대한항공,2017-10-14,0,백광현,0.0,0.0,0.0,0.0,0.0,0.0,9,6,4,1,0,0,0,Li,0.0,0
대한항공,2017-10-14,0,신영수,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0,0
KB손해보험,2017-10-15,1,알렉스,58.82,59.09,40.0,0.0,84.62,0.8,10,9,1,1,8,1,14,L,0.4605263157894737,1
KB손해보험,2017-10-15,1,이강원,45.95,36.36,42.86,0.0,55.56,0.0,3,2,2,0,5,1,7,R,0.2368421052631578,1
KB손해보험,2017-10-15,1,황두연,42.86,20.0,33.33,0.0,66.67,0.2,13,12,2,2,3,0,5,L,0.0921052631578947,1
KB손해보험,2017-10-15,1,이선규,83.33,100.0,0.0,80.0,0.0,0.0,4,4,1,1,18,2,0,C,0.0921052631578947,1
KB손해보험,2017-10-15,1,전진용,60.0,100.0,0.0,50.0,0.0,0.25,0,0,0,0,9,1,4,C,0.0657894736842105,1
KB손해보험,2017-10-15,1,황택의,0.0,0.0,0.0,0.0,0.0,0.8,10,4,101,54,3,0,3,S,0.0526315789473684,1
KB손해보험,2017-10-15,1,손현종,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,1,L,0.0,0
KB손해보험,2017-10-15,1,곽동혁,0.0,0.0,0.0,0.0,0.0,0.0,5,5,4,0,0,0,0,Li,0.0,0
KB손해보험,2017-10-15,1,하현용,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,C,0.0,0
KB손해보험,2017-10-15,1,한기호,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
삼성화재,2017-10-15,0,박철우,63.64,50.0,88.89,0.0,66.67,0.2,7,4,3,0,9,1,8,R,0.3382352941176471,1
삼성화재,2017-10-15,0,타이스,50.0,37.5,70.0,0.0,50.0,0.0,5,3,3,1,14,5,8,L,0.3235294117647059,1
삼성화재,2017-10-15,0,김규민,50.0,0.0,0.0,66.67,0.0,0.2,4,2,3,2,15,4,4,C,0.1323529411764706,1
삼성화재,2017-10-15,0,류윤식,83.33,66.67,0.0,0.0,100.0,0.2,7,4,2,1,6,2,3,L,0.1176470588235294,1
삼성화재,2017-10-15,0,박상하,50.0,100.0,0.0,42.86,0.0,0.0,1,1,0,0,9,2,4,C,0.088235294117647,1
삼성화재,2017-10-15,0,황동일,0.0,0.0,0.0,0.0,0.0,0.0,7,7,70,43,10,0,2,S,0.0,1
삼성화재,2017-10-15,0,김강녕,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,0,0,0,0,Li,0.0,0
삼성화재,2017-10-15,0,부용찬,0.0,0.0,0.0,0.0,0.0,0.0,7,6,3,0,0,0,0,Li,0.0,0
삼성화재,2017-10-15,0,이민욱,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7,3,0,0,0,S,0.0,0
OK저축은행,2017-10-17,1,브람,57.14,55.56,55.56,0.0,50.0,0.2,8,2,1,0,14,4,11,R,0.3717948717948718,1
OK저축은행,2017-10-17,1,송명근,51.72,70.0,57.14,0.0,36.36,0.6,10,9,7,1,8,2,6,L,0.2564102564102564,1
OK저축은행,2017-10-17,1,송희채,47.06,42.86,0.0,0.0,71.43,0.0,5,5,6,2,14,4,8,L,0.1538461538461538,1
OK저축은행,2017-10-17,1,이민규,33.33,33.33,0.0,0.0,0.0,0.4,10,8,73,42,9,3,2,S,0.0769230769230769,1
OK저축은행,2017-10-17,1,한상길,66.67,100.0,0.0,60.0,0.0,0.0,3,3,0,0,5,1,3,C,0.0641025641025641,1
OK저축은행,2017-10-17,1,박원빈,75.0,0.0,0.0,75.0,0.0,0.0,2,0,0,0,10,1,2,C,0.0512820512820512,1
OK저축은행,2017-10-17,1,김요한,50.0,0.0,0.0,66.67,0.0,0.0,1,1,0,0,3,0,2,C,0.0256410256410256,0
OK저축은행,2017-10-17,1,배인호,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
OK저축은행,2017-10-17,1,이강주,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,L,0.0,0
OK저축은행,2017-10-17,1,정성현,0.0,0.0,0.0,0.0,0.0,0.0,8,8,6,2,0,0,0,Li,0.0,0
한국전력,2017-10-17,0,전광인,51.35,40.0,100.0,0.0,53.85,0.2,14,9,6,2,10,2,6,L,0.3492063492063492,1
한국전력,2017-10-17,0,펠리페,37.14,41.18,35.29,0.0,0.0,0.8,5,3,3,0,7,0,5,R,0.2698412698412698,1
한국전력,2017-10-17,0,서재덕,47.83,30.77,0.0,0.0,70.0,0.8,13,10,4,1,4,0,5,L,0.238095238095238,1
한국전력,2017-10-17,0,윤봉우,71.43,100.0,0.0,66.67,0.0,0.0,4,4,2,1,8,2,0,C,0.1111111111111111,1
한국전력,2017-10-17,0,이재목,20.0,0.0,0.0,20.0,0.0,0.0,1,1,0,0,9,1,0,C,0.0317460317460317,1
한국전력,2017-10-17,0,공재학,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,L,0.0,0
한국전력,2017-10-17,0,권영민,0.0,0.0,0.0,0.0,0.0,0.0,5,4,85,39,6,0,5,S,0.0,1
한국전력,2017-10-17,0,안우재,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,C,0.0,0
한국전력,2017-10-17,0,김진수,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1,1,0,0,0,Li,0.0,0
한국전력,2017-10-17,0,오재성,0.0,0.0,0.0,0.0,0.0,0.0,10,6,0,0,0,0,0,Li,0.0,0
한국전력,2017-10-17,0,이승현,0.0,0.0,0.0,0.0,0.0,0.0,2,2,13,4,0,0,1,S,0.0,0
KB손해보험,2017-10-18,1,알렉스,50.0,53.33,36.36,0.0,100.0,0.33,3,3,1,0,4,1,7,L,0.32,1
KB손해보험,2017-10-18,1,이선규,77.78,100.0,0.0,75.0,0.0,0.0,3,1,5,1,9,3,1,C,0.2,1
KB손해보험,2017-10-18,1,황택의,0.0,0.0,0.0,0.0,0.0,1.67,10,9,53,30,10,4,3,S,0.18,1
KB손해보험,2017-10-18,1,이강원,33.33,16.67,60.0,0.0,25.0,0.33,5,4,2,1,3,1,4,R,0.14,0
KB손해보험,2017-10-18,1,황두연,71.43,75.0,100.0,0.0,50.0,0.0,11,10,1,0,4,0,0,L,0.1,1
KB손해보험,2017-10-18,1,김홍정,66.67,0.0,0.0,100.0,0.0,0.33,0,0,3,0,7,0,3,C,0.06,0
KB손해보험,2017-10-18,1,백계중,0.0,0.0,0.0,0.0,0.0,0.0,7,7,5,2,0,0,0,Li,0.0,0
KB손해보험,2017-10-18,1,한기호,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,1,0,0,0,Li,0.0,0
현대캐피탈,2017-10-18,0,안드레아스,31.82,37.5,40.0,0.0,22.22,0.67,10,7,1,0,8,1,6,L,0.2941176470588235,1
현대캐피탈,2017-10-18,0,문성민,42.86,20.0,71.43,0.0,33.33,0.0,1,0,4,2,7,0,5,R,0.2647058823529412,1
현대캐피탈,2017-10-18,0,신영석,50.0,0.0,0.0,57.14,0.0,0.0,0,0,1,0,8,4,4,C,0.2352941176470588,1
현대캐피탈,2017-10-18,0,노재욱,50.0,50.0,0.0,0.0,0.0,0.0,6,5,58,25,3,2,2,S,0.088235294117647,1
현대캐피탈,2017-10-18,0,박주형,20.0,0.0,0.0,0.0,50.0,0.0,1,1,2,0,2,0,1,L,0.0588235294117647,1
현대캐피탈,2017-10-18,0,김재휘,25.0,0.0,0.0,28.57,0.0,0.0,4,3,2,0,8,0,3,C,0.0588235294117647,1
현대캐피탈,2017-10-18,0,신동광,0.0,0.0,0.0,0.0,0.0,0.0,7,5,4,0,0,0,0,Li,0.0,0
현대캐피탈,2017-10-18,0,여오현,0.0,0.0,0.0,0.0,0.0,0.0,2,2,6,1,0,0,0,Li,0.0,0
대한항공,2017-10-19,1,가스파리니,43.9,61.54,25.0,0.0,55.56,0.75,12,7,6,1,10,3,7,R,0.32,1
대한항공,2017-10-19,1,정지석,63.64,33.33,75.0,0.0,85.71,0.5,7,4,4,1,10,2,5,L,0.24,1
대한항공,2017-10-19,1,곽승석,58.33,71.43,50.0,0.0,58.33,0.0,17,12,5,2,5,1,4,L,0.2,1
대한항공,2017-10-19,1,진성태,71.43,100.0,0.0,66.67,0.0,0.0,2,2,1,0,9,2,0,C,0.0933333333333333,1
대한항공,2017-10-19,1,한선수,0.0,0.0,0.0,0.0,0.0,0.75,14,9,79,45,7,3,1,S,0.08,1
대한항공,2017-10-19,1,진상헌,75.0,0.0,0.0,75.0,0.0,0.0,3,3,2,0,7,0,1,C,0.04,1
대한항공,2017-10-19,1,신영수,50.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0266666666666666,0
대한항공,2017-10-19,1,정성민,0.0,0.0,0.0,0.0,0.0,0.0,10,8,3,2,0,0,0,Li,0.0,0
우리카드,2017-10-19,0,파다르,54.9,42.86,66.67,0.0,75.0,0.5,7,6,3,0,4,0,7,R,0.5769230769230769,1
우리카드,2017-10-19,0,최홍석,46.67,0.0,33.33,0.0,66.67,0.33,11,8,0,0,5,1,3,L,0.173076923076923,0
우리카드,2017-10-19,0,김은섭,25.0,0.0,0.0,25.0,0.0,0.0,2,1,1,0,14,1,6,C,0.0769230769230769,1
우리카드,2017-10-19,0,김정환,42.86,25.0,0.0,0.0,50.0,0.0,9,4,7,2,5,0,2,L,0.0576923076923076,1
우리카드,2017-10-19,0,김시훈,75.0,100.0,0.0,66.67,0.0,0.0,0,0,1,1,5,0,0,C,0.0576923076923076,0
우리카드,2017-10-19,0,안준찬,50.0,0.0,0.0,0.0,100.0,0.0,1,1,0,0,0,0,1,L,0.0384615384615384,0
우리카드,2017-10-19,0,조근호,50.0,0.0,0.0,50.0,0.0,0.0,1,0,1,1,2,0,0,C,0.0192307692307692,0
우리카드,2017-10-19,0,유광우,0.0,0.0,0.0,0.0,0.0,0.0,12,11,92,46,6,0,0,S,0.0,1
우리카드,2017-10-19,0,이상욱,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,0,0,0,0,Li,0.0,0
우리카드,2017-10-19,0,정민수,0.0,0.0,0.0,0.0,0.0,0.0,8,8,5,2,0,0,0,Li,0.0,0
삼성화재,2017-10-20,0,타이스,42.86,30.77,38.46,0.0,66.67,0.0,5,5,4,1,10,2,9,L,0.320754716981132,1
삼성화재,2017-10-20,0,박철우,44.0,25.0,54.55,0.0,40.0,0.25,5,4,2,2,12,2,7,R,0.2641509433962264,1
삼성화재,2017-10-20,0,박상하,44.44,0.0,0.0,44.44,0.0,0.0,2,1,2,1,13,4,2,C,0.1509433962264151,1
삼성화재,2017-10-20,0,김규민,55.56,50.0,0.0,57.14,0.0,0.0,2,1,1,1,11,1,2,C,0.1132075471698113,1
삼성화재,2017-10-20,0,류윤식,57.14,25.0,0.0,0.0,100.0,0.5,8,6,8,1,5,0,4,L,0.1132075471698113,1
삼성화재,2017-10-20,0,황동일,0.0,0.0,0.0,0.0,0.0,0.25,11,10,62,30,5,1,4,S,0.0377358490566037,1
삼성화재,2017-10-20,0,부용찬,0.0,0.0,0.0,0.0,0.0,0.0,11,11,4,1,0,0,0,Li,0.0,0
삼성화재,2017-10-20,0,이민욱,0.0,0.0,0.0,0.0,0.0,0.0,1,0,15,7,1,0,0,S,0.0,0
OK저축은행,2017-10-20,1,송명근,36.11,33.33,25.0,0.0,57.14,1.0,6,2,0,0,8,3,8,L,0.3125,1
OK저축은행,2017-10-20,1,송희채,76.47,75.0,0.0,0.0,77.78,0.25,6,6,8,0,5,1,5,L,0.234375,1
OK저축은행,2017-10-20,1,브람,35.48,26.67,22.22,0.0,66.67,0.25,3,3,1,0,5,1,5,R,0.203125,1
OK저축은행,2017-10-20,1,박원빈,33.33,0.0,0.0,33.33,0.0,0.25,4,3,2,1,18,4,0,C,0.109375,1
OK저축은행,2017-10-20,1,김정훈,83.33,100.0,0.0,80.0,0.0,0.0,0,0,0,0,3,0,2,C,0.078125,0
OK저축은행,2017-10-20,1,이민규,100.0,100.0,0.0,0.0,0.0,0.25,7,6,78,39,11,2,0,S,0.0625,1
OK저축은행,2017-10-20,1,정성현,0.0,0.0,0.0,0.0,0.0,0.0,16,15,4,1,0,0,0,Li,0.0,0
KB손해보험,2017-10-21,0,알렉스,48.39,50.0,50.0,0.0,45.45,0.75,13,11,6,1,7,0,6,L,0.3050847457627119,1
KB손해보험,2017-10-21,0,손현종,39.13,28.57,40.0,0.0,50.0,0.0,8,3,1,0,5,1,5,L,0.1694915254237288,0
KB손해보험,2017-10-21,0,황두연,45.0,11.11,100.0,0.0,66.67,0.0,10,8,6,1,5,0,3,L,0.1525423728813559,1
KB손해보험,2017-10-21,0,이선규,66.67,0.0,0.0,66.67,0.0,0.5,1,1,4,1,18,3,0,C,0.1525423728813559,1
KB손해보험,2017-10-21,0,이강원,44.44,57.14,37.5,0.0,33.33,0.0,5,4,1,0,5,0,4,R,0.135593220338983,0
KB손해보험,2017-10-21,0,양준식,50.0,50.0,0.0,0.0,0.0,0.0,4,4,35,19,9,1,0,S,0.0338983050847457,0
KB손해보험,2017-10-21,0,황택의,0.0,0.0,0.0,0.0,0.0,0.25,9,8,52,21,5,1,2,S,0.0338983050847457,1
KB손해보험,2017-10-21,0,김홍정,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,6,1,1,C,0.0169491525423728,1
KB손해보험,2017-10-21,0,백계중,0.0,0.0,0.0,0.0,0.0,0.0,11,10,7,4,0,0,0,Li,0.0,0
KB손해보험,2017-10-21,0,전진용,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,0,C,0.0,0
KB손해보험,2017-10-21,0,한기호,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1,0,0,0,Li,0.0,0
한국전력,2017-10-21,1,펠리페,42.22,35.71,63.64,0.0,33.33,1.0,14,11,1,0,12,1,6,R,0.3333333333333333,1
한국전력,2017-10-21,1,전광인,56.0,41.67,60.0,0.0,100.0,0.5,13,9,6,1,9,2,5,L,0.25,1
한국전력,2017-10-21,1,서재덕,38.46,28.57,0.0,0.0,50.0,0.25,7,4,4,2,6,2,7,L,0.1805555555555555,1
한국전력,2017-10-21,1,윤봉우,55.56,100.0,0.0,50.0,0.0,0.0,4,4,2,0,14,5,0,C,0.1388888888888889,1
한국전력,2017-10-21,1,이재목,40.0,0.0,0.0,50.0,0.0,0.25,2,2,1,0,13,2,4,C,0.0694444444444444,1
한국전력,2017-10-21,1,권영민,0.0,0.0,0.0,0.0,0.0,0.0,12,9,92,42,1,1,0,S,0.0138888888888888,1
한국전력,2017-10-21,1,공재학,0.0,0.0,0.0,0.0,0.0,0.25,0,0,0,0,0,0,0,L,0.0138888888888888,0
한국전력,2017-10-21,1,김진수,0.0,0.0,0.0,0.0,0.0,0.0,9,8,3,2,0,0,0,Li,0.0,0
한국전력,2017-10-21,1,안우재,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,C,0.0,0
한국전력,2017-10-21,1,오재성,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,0,0,0,Li,0.0,0
한국전력,2017-10-21,1,이승현,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,S,0.0,0
우리카드,2017-10-22,0,파다르,56.82,60.0,60.0,0.0,50.0,0.5,6,6,3,0,9,0,8,R,0.4426229508196721,1
우리카드,2017-10-22,0,나경복,46.43,44.44,40.0,0.0,50.0,0.0,9,7,6,1,6,2,7,L,0.2459016393442623,1
우리카드,2017-10-22,0,김은섭,66.67,0.0,0.0,66.67,0.0,0.0,4,3,2,1,12,4,3,C,0.1311475409836065,1
우리카드,2017-10-22,0,신으뜸,55.56,50.0,0.0,0.0,57.14,0.25,14,12,4,0,2,0,2,L,0.0983606557377049,1
우리카드,2017-10-22,0,조근호,33.33,0.0,0.0,40.0,0.0,0.0,1,1,0,0,7,0,3,C,0.0327868852459016,1
우리카드,2017-10-22,0,유광우,33.33,33.33,0.0,0.0,0.0,0.0,8,5,93,47,9,1,5,S,0.0327868852459016,1
우리카드,2017-10-22,0,김량우,100.0,0.0,0.0,100.0,0.0,0.0,1,0,0,0,9,0,4,C,0.0163934426229508,0
우리카드,2017-10-22,0,김동훈,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,S,0.0,0
우리카드,2017-10-22,0,황영권,0.0,0.0,0.0,0.0,0.0,0.0,7,5,3,2,0,0,0,Li,0.0,0
현대캐피탈,2017-10-22,1,안드레아스,54.05,40.0,66.67,0.0,60.0,0.0,9,5,4,4,5,1,9,L,0.3559322033898305,1
현대캐피탈,2017-10-22,1,문성민,50.0,41.67,50.0,0.0,66.67,0.5,3,2,5,1,13,2,8,R,0.3050847457627119,1
현대캐피탈,2017-10-22,1,박주형,40.91,16.67,50.0,0.0,53.85,0.0,7,7,3,0,10,1,2,L,0.1694915254237288,1
현대캐피탈,2017-10-22,1,김재휘,42.86,100.0,0.0,33.33,0.0,0.0,3,1,1,0,9,1,3,C,0.0677966101694915,1
현대캐피탈,2017-10-22,1,신영석,14.29,100.0,0.0,0.0,0.0,0.25,6,6,4,0,13,2,4,C,0.0677966101694915,1
현대캐피탈,2017-10-22,1,노재욱,0.0,0.0,0.0,0.0,0.0,0.25,9,5,65,31,5,1,2,S,0.0338983050847457,1
현대캐피탈,2017-10-22,1,박종영,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0,0,0,0,0,Li,0.0,0
현대캐피탈,2017-10-22,1,여오현,0.0,0.0,0.0,0.0,0.0,0.0,7,6,5,0,0,0,0,Li,0.0,0
현대캐피탈,2017-10-22,1,이승원,0.0,0.0,0.0,0.0,0.0,0.0,2,1,20,10,1,0,0,S,0.0,0
현대캐피탈,2017-10-22,1,이시우,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0,0
OK저축은행,2017-10-24,0,브람,46.34,36.84,53.33,0.0,66.67,0.5,8,6,0,0,11,5,13,R,0.3880597014925373,1
OK저축은행,2017-10-24,0,송명근,60.71,33.33,87.5,0.0,57.14,0.25,8,5,5,1,4,1,6,L,0.2835820895522388,1
OK저축은행,2017-10-24,0,송희채,50.0,60.0,0.0,0.0,28.57,0.25,6,4,4,0,4,0,6,L,0.1343283582089552,1
OK저축은행,2017-10-24,0,박원빈,58.33,0.0,0.0,63.64,0.0,0.25,2,0,2,1,10,0,3,C,0.1194029850746268,1
OK저축은행,2017-10-24,0,이민규,50.0,50.0,0.0,0.0,0.0,0.0,11,9,88,48,8,2,0,S,0.044776119402985,1
OK저축은행,2017-10-24,0,김정훈,40.0,0.0,0.0,40.0,0.0,0.0,4,4,2,0,2,0,0,C,0.0298507462686567,1
OK저축은행,2017-10-24,0,이시몬,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,L,0.0,0
OK저축은행,2017-10-24,0,정성현,0.0,0.0,0.0,0.0,0.0,0.0,10,7,4,2,0,0,0,Li,0.0,0
대한항공,2017-10-24,1,가스파리니,54.05,35.71,70.0,0.0,63.64,0.75,6,3,1,0,9,1,7,R,0.3582089552238806,1
대한항공,2017-10-24,1,정지석,60.0,44.44,28.57,0.0,100.0,0.25,10,8,2,1,3,0,8,L,0.2388059701492537,1
대한항공,2017-10-24,1,진성태,88.89,100.0,0.0,87.5,0.0,0.0,3,3,0,0,13,1,1,C,0.1343283582089552,1
대한항공,2017-10-24,1,곽승석,50.0,0.0,100.0,0.0,55.56,0.0,11,7,5,1,5,0,2,L,0.1044776119402985,1
대한항공,2017-10-24,1,진상헌,63.64,100.0,0.0,55.56,0.0,0.0,2,2,1,0,11,0,4,C,0.1044776119402985,1
대한항공,2017-10-24,1,한선수,0.0,0.0,0.0,0.0,0.0,0.25,7,4,83,52,7,3,2,S,0.0597014925373134,1
대한항공,2017-10-24,1,신영수,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0,0
대한항공,2017-10-24,1,백광현,0.0,0.0,0.0,0.0,0.0,0.0,5,4,2,0,0,0,0,Li,0.0,0
대한항공,2017-10-24,1,정성민,0.0,0.0,0.0,0.0,0.0,0.0,10,9,2,0,0,0,0,Li,0.0,0
대한항공,2017-10-24,1,조재영,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,C,0.0,0
우리카드,2017-10-25,0,파다르,59.52,42.86,66.67,0.0,87.5,0.6,8,6,2,0,5,3,8,R,0.3875,1
우리카드,2017-10-25,0,나경복,65.79,60.0,66.67,0.0,69.23,0.0,8,7,2,0,12,2,5,L,0.3375,1
우리카드,2017-10-25,0,김시훈,44.44,0.0,0.0,50.0,0.0,0.2,1,0,0,0,5,0,1,C,0.0625,0
우리카드,2017-10-25,0,신으뜸,75.0,0.0,0.0,0.0,100.0,0.0,8,6,1,0,10,1,4,L,0.05,1
우리카드,2017-10-25,0,우상조,75.0,0.0,0.0,100.0,0.0,0.0,0,0,1,0,6,1,2,C,0.05,1
우리카드,2017-10-25,0,김은섭,20.0,0.0,0.0,20.0,0.0,0.0,1,1,0,0,4,2,1,C,0.0375,1
우리카드,2017-10-25,0,조근호,50.0,0.0,0.0,50.0,0.0,0.0,1,0,0,0,3,1,1,C,0.0375,0
우리카드,2017-10-25,0,유광우,0.0,0.0,0.0,0.0,0.0,0.2,5,2,100,60,8,2,2,S,0.0375,1
우리카드,2017-10-25,0,김동훈,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,S,0.0,0
우리카드,2017-10-25,0,김정환,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0,0
우리카드,2017-10-25,0,황영권,0.0,0.0,0.0,0.0,0.0,0.0,9,7,1,0,0,0,0,Li,0.0,0
삼성화재,2017-10-25,1,타이스,64.0,56.0,84.62,0.0,58.33,0.2,5,4,4,0,9,1,8,L,0.3953488372093023,1
삼성화재,2017-10-25,1,박철우,66.67,61.54,61.54,0.0,83.33,0.2,5,2,3,1,8,1,6,R,0.2790697674418604,1
삼성화재,2017-10-25,1,류윤식,28.57,0.0,0.0,0.0,0.0,1.0,11,8,2,2,14,3,4,L,0.1162790697674418,1
삼성화재,2017-10-25,1,김규민,66.67,50.0,0.0,71.43,0.0,0.0,2,2,4,2,13,3,4,C,0.1046511627906976,1
삼성화재,2017-10-25,1,박상하,57.14,100.0,0.0,50.0,0.0,0.0,1,1,2,0,12,2,0,C,0.0697674418604651,1
삼성화재,2017-10-25,1,황동일,50.0,50.0,0.0,0.0,0.0,0.0,8,7,87,55,5,1,1,S,0.0348837209302325,1
삼성화재,2017-10-25,1,김강녕,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,L,0.0,0
삼성화재,2017-10-25,1,김나운,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0,0
삼성화재,2017-10-25,1,부용찬,0.0,0.0,0.0,0.0,0.0,0.0,12,8,2,0,0,0,0,Li,0.0,0
삼성화재,2017-10-25,1,이민욱,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,3,0,0,2,S,0.0,0
한국전력,2017-10-26,1,전광인,58.33,50.0,40.0,0.0,77.78,0.67,10,9,1,0,4,1,6,L,0.2982456140350877,1
한국전력,2017-10-26,1,펠리페,37.5,26.67,38.46,0.0,100.0,0.67,5,5,1,0,7,2,4,R,0.2807017543859649,1
한국전력,2017-10-26,1,서재덕,64.29,71.43,0.0,0.0,66.67,0.0,1,1,5,2,7,1,3,L,0.175438596491228,1
한국전력,2017-10-26,1,윤봉우,50.0,0.0,0.0,50.0,0.0,0.0,2,1,0,0,10,2,0,C,0.087719298245614,1
한국전력,2017-10-26,1,이재목,100.0,0.0,0.0,100.0,0.0,0.0,1,0,1,0,7,4,4,C,0.087719298245614,1
한국전력,2017-10-26,1,공재학,100.0,0.0,0.0,0.0,100.0,0.0,1,1,0,0,2,0,0,L,0.0350877192982456,0
한국전력,2017-10-26,1,권영민,0.0,0.0,0.0,0.0,0.0,0.0,9,7,55,29,1,1,3,S,0.0175438596491228,1
한국전력,2017-10-26,1,이승현,100.0,100.0,0.0,0.0,0.0,0.0,1,1,15,6,0,0,1,S,0.0175438596491228,0
한국전력,2017-10-26,1,김진수,0.0,0.0,0.0,0.0,0.0,0.0,6,6,4,1,0,0,0,Li,0.0,0
현대캐피탈,2017-10-26,0,문성민,59.26,0.0,61.54,0.0,80.0,0.0,9,7,5,0,7,1,5,R,0.4358974358974359,1
현대캐피탈,2017-10-26,0,안드레아스,45.83,44.44,33.33,0.0,54.55,0.33,6,2,5,0,4,0,4,L,0.3076923076923077,1
현대캐피탈,2017-10-26,0,박주형,21.43,16.67,0.0,0.0,25.0,0.0,11,10,4,1,6,1,6,L,0.1025641025641025,1
현대캐피탈,2017-10-26,0,김재휘,37.5,0.0,0.0,42.86,0.0,0.0,2,2,0,0,7,0,3,C,0.0769230769230769,1
현대캐피탈,2017-10-26,0,신영석,20.0,0.0,0.0,25.0,0.0,0.0,2,2,0,0,9,2,0,C,0.0769230769230769,1
현대캐피탈,2017-10-26,0,박종영,0.0,0.0,0.0,0.0,0.0,0.0,6,4,2,0,0,0,0,Li,0.0,0
현대캐피탈,2017-10-26,0,여오현,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,Li,0.0,0
