팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,디그_시도,디그_성공,세트_시도,세트_성공,블로킹_시도,블로킹_성공,범실_범실,포지션,득점점유율,스타팅멤버
현대캐피탈,2017-11-23,1,노재욱,0.0,0.0,0.0,0.0,0.0,0.0,6,5,53,28,5,3,1,S,0.0666666666666666,1
현대캐피탈,2017-11-23,1,박종영,0.0,0.0,0.0,0.0,0.0,0.0,5,3,4,2,0,0,0,Li,0.0,0
현대캐피탈,2017-11-23,1,여오현,0.0,0.0,0.0,0.0,0.0,0.0,5,5,2,0,0,0,0,Li,0.0,0
현대캐피탈,2017-11-23,1,이시우,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,L,0.0,0
한국전력,2017-11-23,0,펠리페,52.94,63.64,33.33,0.0,0.0,0.33,7,6,1,0,1,0,5,R,0.4871794871794871,1
한국전력,2017-11-23,0,전광인,36.36,23.08,60.0,0.0,50.0,0.33,7,4,2,0,4,2,7,L,0.282051282051282,1
한국전력,2017-11-23,0,안우재,60.0,0.0,0.0,60.0,0.0,0.33,1,1,2,0,2,0,3,C,0.1025641025641025,1
한국전력,2017-11-23,0,이재목,42.86,0.0,0.0,42.86,0.0,0.0,3,3,2,0,9,0,2,C,0.0769230769230769,1
한국전력,2017-11-23,0,김인혁,33.33,20.0,0.0,0.0,100.0,0.0,2,1,0,0,2,0,2,L,0.0512820512820512,0
한국전력,2017-11-23,0,오재성,0.0,0.0,0.0,0.0,0.0,0.0,5,5,2,1,0,0,0,Li,0.0,0
한국전력,2017-11-23,0,이호건,0.0,0.0,0.0,0.0,0.0,0.0,6,5,47,20,1,0,3,S,0.0,1
우리카드,2017-11-24,0,파다르,56.25,53.85,55.56,0.0,100.0,0.0,6,4,1,0,1,0,9,R,0.4615384615384615,1
우리카드,2017-11-24,0,최홍석,40.0,60.0,50.0,0.0,25.0,0.0,7,4,2,1,1,0,2,L,0.2051282051282051,0
우리카드,2017-11-24,0,조근호,42.86,0.0,0.0,60.0,0.0,0.0,3,2,0,0,10,5,1,C,0.2051282051282051,1
우리카드,2017-11-24,0,한성정,66.67,0.0,0.0,0.0,100.0,0.0,4,3,3,1,6,0,3,L,0.0512820512820512,0
우리카드,2017-11-24,0,유광우,100.0,100.0,0.0,0.0,0.0,0.0,7,5,55,30,8,1,2,S,0.0512820512820512,1
우리카드,2017-11-24,0,우상조,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,0,4,1,0,C,0.0256410256410256,1
우리카드,2017-11-24,0,김정환,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,L,0.0,0
우리카드,2017-11-24,0,이상욱,0.0,0.0,0.0,0.0,0.0,0.0,6,5,4,3,0,0,0,Li,0.0,0
우리카드,2017-11-24,0,정민수,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,Li,0.0,0
대한항공,2017-11-24,1,가스파리니,51.35,38.46,64.29,0.0,50.0,1.33,6,3,0,0,11,4,13,R,0.4655172413793103,1
대한항공,2017-11-24,1,정지석,50.0,50.0,16.67,0.0,100.0,1.0,5,5,4,1,2,2,4,L,0.2241379310344827,1
대한항공,2017-11-24,1,곽승석,27.78,25.0,50.0,0.0,25.0,0.33,4,3,0,0,5,1,4,L,0.1206896551724138,1
대한항공,2017-11-24,1,진성태,50.0,0.0,0.0,50.0,0.0,0.67,3,3,1,0,6,0,3,C,0.0689655172413793,1
대한항공,2017-11-24,1,황승빈,0.0,0.0,0.0,0.0,0.0,0.33,6,3,66,33,8,3,1,S,0.0689655172413793,0
대한항공,2017-11-24,1,최석기,40.0,0.0,0.0,50.0,0.0,0.0,2,2,2,0,6,1,0,C,0.0517241379310344,1
대한항공,2017-11-24,1,백광현,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0,0,0,Li,0.0,0
대한항공,2017-11-24,1,정성민,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0,0,0,0,Li,0.0,0
대한항공,2017-11-24,1,조재영,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,C,0.0,0
삼성화재,2017-11-25,1,박철우,73.68,88.89,71.43,0.0,50.0,1.33,4,3,0,0,4,0,2,R,0.3214285714285714,1
삼성화재,2017-11-25,1,타이스,77.78,60.0,87.5,0.0,80.0,0.33,3,0,1,1,10,2,5,L,0.3035714285714285,1
삼성화재,2017-11-25,1,김규민,80.0,100.0,0.0,75.0,0.0,0.0,1,1,0,0,8,4,0,C,0.1428571428571428,1
삼성화재,2017-11-25,1,박상하,44.44,100.0,0.0,37.5,0.0,0.0,3,2,2,0,11,3,2,C,0.125,1
삼성화재,2017-11-25,1,류윤식,50.0,0.0,0.0,0.0,66.67,0.0,4,4,1,0,3,1,1,L,0.0535714285714285,1
삼성화재,2017-11-25,1,황동일,25.0,25.0,0.0,0.0,0.0,0.0,5,2,50,34,9,2,0,S,0.0535714285714285,1
삼성화재,2017-11-25,1,김정호,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,L,0.0,0
삼성화재,2017-11-25,1,부용찬,0.0,0.0,0.0,0.0,0.0,0.0,11,9,2,1,0,0,0,Li,0.0,0
OK저축은행,2017-11-25,0,브람,54.17,62.5,54.55,0.0,50.0,0.0,4,2,1,0,3,0,2,R,0.3611111111111111,1
OK저축은행,2017-11-25,0,송명근,47.83,16.67,66.67,0.0,54.55,0.67,4,2,0,0,3,0,5,L,0.3611111111111111,1
OK저축은행,2017-11-25,0,송희채,42.86,25.0,0.0,0.0,66.67,0.0,2,2,0,0,9,3,2,L,0.1666666666666666,1
OK저축은행,2017-11-25,0,김정훈,25.0,0.0,0.0,25.0,0.0,0.33,1,0,0,0,3,0,1,C,0.0555555555555555,1
OK저축은행,2017-11-25,0,김요한,33.33,0.0,0.0,33.33,0.0,0.0,3,3,2,0,4,1,1,C,0.0555555555555555,1
OK저축은행,2017-11-25,0,이강주,0.0,0.0,0.0,0.0,0.0,0.0,7,5,2,1,0,0,0,Li,0.0,0
KB손해보험,2017-11-26,0,이강원,59.09,50.0,50.0,0.0,80.0,0.0,7,5,1,0,4,1,3,R,0.25,1
KB손해보험,2017-11-26,0,알렉스,47.83,22.22,62.5,0.0,66.67,0.5,12,8,5,1,3,0,3,L,0.2321428571428571,1
KB손해보험,2017-11-26,0,강영준,57.14,50.0,71.43,0.0,50.0,0.33,2,0,3,0,3,0,3,R,0.1607142857142857,0
KB손해보험,2017-11-26,0,하현용,50.0,0.0,0.0,66.67,0.0,0.0,1,1,1,1,10,4,1,C,0.1071428571428571,1
KB손해보험,2017-11-26,0,손현종,36.36,66.67,25.0,0.0,33.33,0.0,3,2,0,0,1,0,4,L,0.0714285714285714,0
KB손해보험,2017-11-26,0,황두연,44.44,33.33,0.0,0.0,50.0,0.0,4,3,0,0,4,0,0,L,0.0714285714285714,1
KB손해보험,2017-11-26,0,양준식,100.0,100.0,0.0,0.0,0.0,0.25,3,2,44,22,10,1,2,S,0.0535714285714285,0
KB손해보험,2017-11-26,0,황택의,0.0,0.0,0.0,0.0,0.0,0.33,1,0,35,17,2,1,4,S,0.0357142857142857,1
KB손해보험,2017-11-26,0,이선규,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,10,1,1,C,0.0178571428571428,1
KB손해보험,2017-11-26,0,곽동혁,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,1,0,0,0,Li,0.0,0
KB손해보험,2017-11-26,0,한기호,0.0,0.0,0.0,0.0,0.0,0.0,7,6,2,0,0,0,0,Li,0.0,0
한국전력,2017-11-26,1,펠리페,48.65,47.83,63.64,0.0,0.0,1.0,9,7,3,2,5,2,8,R,0.3287671232876712,1
한국전력,2017-11-26,1,전광인,55.17,52.63,66.67,0.0,57.14,0.25,11,10,2,2,5,1,6,L,0.2465753424657534,1
한국전력,2017-11-26,1,안우재,69.23,100.0,0.0,60.0,0.0,0.25,2,1,1,0,16,3,3,C,0.1780821917808219,1
한국전력,2017-11-26,1,김인혁,55.56,50.0,0.0,0.0,75.0,0.25,5,3,2,0,7,1,5,L,0.1643835616438356,1
한국전력,2017-11-26,1,이호건,50.0,50.0,0.0,0.0,0.0,0.25,4,3,82,44,5,2,1,S,0.0547945205479452,1
한국전력,2017-11-26,1,이재목,100.0,0.0,0.0,100.0,0.0,0.0,1,1,1,0,1,0,1,C,0.0273972602739726,1
한국전력,2017-11-26,1,박대웅,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5,0,3,C,0.0,0
한국전력,2017-11-26,1,권영민,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,2,0,0,0,S,0.0,0
한국전력,2017-11-26,1,오재성,0.0,0.0,0.0,0.0,0.0,0.0,14,12,1,1,0,0,0,Li,0.0,0
한국전력,2017-11-26,1,이승현,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,0,0,S,0.0,0
대한항공,2017-11-28,1,가스파리니,49.15,43.75,48.39,0.0,58.33,1.4,4,4,4,1,8,0,10,R,0.5217391304347826,1
대한항공,2017-11-28,1,곽승석,50.0,50.0,40.0,0.0,58.33,0.2,16,13,2,0,6,1,6,L,0.2318840579710145,1
대한항공,2017-11-28,1,정지석,33.33,0.0,66.67,0.0,60.0,0.4,12,10,6,1,9,1,4,L,0.1159420289855072,1
대한항공,2017-11-28,1,최석기,33.33,0.0,0.0,40.0,0.0,0.0,1,0,2,1,10,2,2,C,0.0579710144927536,1
대한항공,2017-11-28,1,진성태,60.0,0.0,0.0,60.0,0.0,0.0,3,3,4,2,6,1,1,C,0.0579710144927536,1
대한항공,2017-11-28,1,조재영,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,1,1,C,0.0144927536231884,0
대한항공,2017-11-28,1,김철홍,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,C,0.0,0
대한항공,2017-11-28,1,백광현,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,0,0,1,Li,0.0,0
대한항공,2017-11-28,1,정성민,0.0,0.0,0.0,0.0,0.0,0.0,11,9,5,1,0,0,0,Li,0.0,0
대한항공,2017-11-28,1,황승빈,0.0,0.0,0.0,0.0,0.0,0.0,10,10,84,42,11,0,4,S,0.0,1
현대캐피탈,2017-11-28,0,문성민,40.0,45.45,33.33,0.0,36.36,0.4,12,9,4,2,7,2,7,R,0.2465753424657534,1
현대캐피탈,2017-11-28,0,안드레아스,57.14,53.85,50.0,0.0,63.64,0.25,5,4,2,1,8,0,10,L,0.2328767123287671,1
현대캐피탈,2017-11-28,0,신영석,58.33,0.0,0.0,63.64,0.0,0.2,7,7,3,0,23,9,3,C,0.2328767123287671,1
현대캐피탈,2017-11-28,0,송준호,45.0,42.86,28.57,0.0,66.67,0.0,4,3,3,2,6,0,5,R,0.1232876712328767,1
현대캐피탈,2017-11-28,0,박주형,66.67,66.67,100.0,0.0,60.0,0.0,1,1,0,0,5,0,3,L,0.0821917808219178,0
현대캐피탈,2017-11-28,0,차영석,0.0,0.0,0.0,0.0,0.0,0.2,1,0,3,0,10,2,3,C,0.0410958904109589,1
현대캐피탈,2017-11-28,0,이시우,50.0,100.0,0.0,0.0,50.0,0.0,0,0,0,0,0,0,1,L,0.0273972602739726,0
현대캐피탈,2017-11-28,0,노재욱,0.0,0.0,0.0,0.0,0.0,0.0,8,6,85,45,7,1,4,S,0.0136986301369863,1
현대캐피탈,2017-11-28,0,여오현,0.0,0.0,0.0,0.0,0.0,0.0,12,11,13,5,0,0,0,Li,0.0,0
삼성화재,2017-11-29,1,타이스,66.67,66.67,64.29,0.0,75.0,0.5,8,7,2,1,7,1,7,L,0.380281690140845,1
삼성화재,2017-11-29,1,박철우,51.85,38.46,75.0,0.0,0.0,0.25,5,3,2,2,11,4,6,R,0.2676056338028169,1
삼성화재,2017-11-29,1,김규민,77.78,100.0,0.0,75.0,0.0,0.0,2,2,3,1,11,2,3,C,0.1267605633802817,1
삼성화재,2017-11-29,1,박상하,75.0,100.0,0.0,66.67,0.0,0.0,4,3,1,1,15,2,1,C,0.1126760563380281,1
삼성화재,2017-11-29,1,류윤식,37.5,33.33,0.0,0.0,50.0,0.0,4,1,1,0,7,2,3,L,0.0704225352112676,1
삼성화재,2017-11-29,1,황동일,33.33,33.33,0.0,0.0,0.0,0.25,8,7,71,43,1,0,1,S,0.0422535211267605,1
삼성화재,2017-11-29,1,김정호,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
삼성화재,2017-11-29,1,부용찬,0.0,0.0,0.0,0.0,0.0,0.0,12,9,4,2,0,0,0,Li,0.0,0
삼성화재,2017-11-29,1,이민욱,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,S,0.0,0
우리카드,2017-11-29,0,나경복,45.16,33.33,50.0,0.0,40.0,0.25,8,3,1,0,5,2,8,L,0.320754716981132,1
우리카드,2017-11-29,0,최홍석,54.17,54.55,80.0,0.0,60.0,0.0,3,2,3,0,7,0,4,L,0.2452830188679245,0
우리카드,2017-11-29,0,김시훈,77.78,0.0,0.0,77.78,0.0,0.0,1,1,1,0,4,1,3,C,0.1509433962264151,0
우리카드,2017-11-29,0,신으뜸,46.15,100.0,0.0,0.0,33.33,0.33,4,2,3,3,9,0,0,L,0.1320754716981132,1
우리카드,2017-11-29,0,우상조,66.67,66.67,0.0,66.67,0.0,0.0,4,4,1,0,5,0,1,C,0.1132075471698113,1
우리카드,2017-11-29,0,유광우,0.0,0.0,0.0,0.0,0.0,0.25,9,9,85,43,4,1,1,S,0.0377358490566037,1
우리카드,2017-11-29,0,김동훈,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,S,0.0,0
우리카드,2017-11-29,0,이상욱,0.0,0.0,0.0,0.0,0.0,0.0,4,2,5,0,0,0,0,Li,0.0,0
우리카드,2017-11-29,0,정민수,0.0,0.0,0.0,0.0,0.0,0.0,11,8,5,2,0,0,0,Li,0.0,0
한국전력,2017-11-30,1,펠리페,59.26,50.0,66.67,0.0,0.0,0.33,6,4,2,1,7,4,4,R,0.3818181818181818,1
한국전력,2017-11-30,1,전광인,86.67,80.0,100.0,0.0,100.0,0.33,7,6,2,0,6,2,4,L,0.2909090909090909,1
한국전력,2017-11-30,1,김인혁,58.82,50.0,0.0,0.0,66.67,0.0,3,3,2,0,6,2,2,L,0.2181818181818181,1
한국전력,2017-11-30,1,안우재,50.0,0.0,0.0,66.67,0.0,0.0,3,2,1,1,11,1,1,C,0.0545454545454545,1
한국전력,2017-11-30,1,이재목,50.0,0.0,0.0,50.0,0.0,0.0,4,2,0,0,6,1,0,C,0.0363636363636363,1
한국전력,2017-11-30,1,이호건,0.0,0.0,0.0,0.0,0.0,0.33,4,3,62,40,2,0,2,S,0.0181818181818181,1
한국전력,2017-11-30,1,강승윤,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,C,0.0,0
한국전력,2017-11-30,1,권영민,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,S,0.0,0
한국전력,2017-11-30,1,오재성,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,0,0,Li,0.0,0
한국전력,2017-11-30,1,이승현,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,S,0.0,0
OK저축은행,2017-11-30,0,브람,57.89,64.29,53.33,0.0,42.86,0.33,5,2,1,0,6,1,8,R,0.6,1
OK저축은행,2017-11-30,0,송명근,68.75,66.67,50.0,0.0,100.0,0.0,4,2,0,0,5,0,3,L,0.275,1
OK저축은행,2017-11-30,0,김요한,42.86,0.0,0.0,42.86,0.0,0.33,5,3,2,1,10,1,3,C,0.125,1
현대캐피탈,2017-12-01,1,문성민,70.0,42.86,88.89,0.0,100.0,1.67,7,6,0,0,5,2,2,R,0.4038461538461538,1
현대캐피탈,2017-12-01,1,안드레아스,58.33,40.0,71.43,0.0,80.0,0.33,2,1,1,0,3,0,5,L,0.2884615384615384,1
현대캐피탈,2017-12-01,1,송준호,62.5,33.33,100.0,0.0,50.0,0.0,6,5,1,1,3,2,4,R,0.1346153846153846,1
현대캐피탈,2017-12-01,1,차영석,50.0,0.0,0.0,50.0,0.0,0.0,2,1,1,0,12,3,3,C,0.0961538461538461,1
현대캐피탈,2017-12-01,1,신영석,66.67,0.0,0.0,66.67,0.0,0.0,3,2,2,1,6,0,1,C,0.0384615384615384,1
현대캐피탈,2017-12-01,1,노재욱,0.0,0.0,0.0,0.0,0.0,0.67,2,2,52,34,3,0,1,S,0.0384615384615384,1
현대캐피탈,2017-12-01,1,여오현,0.0,0.0,0.0,0.0,0.0,0.0,6,5,5,2,0,0,0,Li,0.0,0
현대캐피탈,2017-12-01,1,이시우,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
KB손해보험,2017-12-01,0,알렉스,66.67,81.82,37.5,0.0,100.0,0.33,8,7,2,0,3,1,6,L,0.4571428571428571,1
KB손해보험,2017-12-01,0,이강원,36.84,16.67,50.0,0.0,42.86,1.0,3,3,0,0,5,1,4,R,0.3142857142857143,1
KB손해보험,2017-12-01,0,하현용,62.5,25.0,0.0,100.0,0.0,0.0,3,1,2,0,6,1,0,C,0.1714285714285714,1
KB손해보험,2017-12-01,0,이선규,33.33,0.0,0.0,50.0,0.0,0.0,0,0,0,0,8,0,0,C,0.0285714285714285,1
KB손해보험,2017-12-01,0,황택의,0.0,0.0,0.0,0.0,0.0,0.33,3,2,52,27,3,0,4,S,0.0285714285714285,1
KB손해보험,2017-12-01,0,곽동혁,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1,0,0,0,0,Li,0.0,0
대한항공,2017-12-02,0,가스파리니,50.0,46.67,36.36,0.0,73.33,0.2,6,3,3,1,7,3,12,R,0.3846153846153846,1
대한항공,2017-12-02,0,정지석,46.43,28.57,60.0,0.0,45.45,0.6,15,12,5,0,7,1,10,L,0.2179487179487179,1
대한항공,2017-12-02,0,곽승석,50.0,33.33,50.0,0.0,61.54,0.2,11,8,4,0,10,2,4,L,0.1923076923076923,1
대한항공,2017-12-02,0,진성태,75.0,100.0,0.0,71.43,0.0,0.0,3,3,1,0,12,2,0,C,0.1025641025641025,1
대한항공,2017-12-02,0,조재영,83.33,0.0,0.0,83.33,0.0,0.0,6,3,2,0,6,0,2,C,0.0641025641025641,1
대한항공,2017-12-02,0,황승빈,33.33,33.33,0.0,0.0,0.0,0.0,8,3,107,59,12,2,2,S,0.0384615384615384,1
대한항공,2017-12-02,0,김철홍,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,C,0.0,0
대한항공,2017-12-02,0,백광현,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1,0,0,0,0,Li,0.0,0
대한항공,2017-12-02,0,정성민,0.0,0.0,0.0,0.0,0.0,0.0,11,9,1,1,0,0,0,Li,0.0,0
삼성화재,2017-12-02,1,타이스,56.86,54.17,54.55,0.0,80.0,0.0,11,7,5,0,8,3,6,L,0.4050632911392405,1
삼성화재,2017-12-02,1,박철우,56.76,50.0,60.0,0.0,100.0,0.0,9,4,5,1,10,1,4,R,0.2784810126582278,1
삼성화재,2017-12-02,1,박상하,44.44,100.0,0.0,37.5,0.0,0.0,4,4,4,1,17,6,3,C,0.1265822784810126,1
삼성화재,2017-12-02,1,김규민,42.86,33.33,0.0,50.0,0.0,0.0,3,2,3,1,16,3,2,C,0.0759493670886076,1
삼성화재,2017-12-02,1,류윤식,42.86,0.0,0.0,0.0,0.0,0.4,13,10,1,0,6,0,2,L,0.0632911392405063,1
삼성화재,2017-12-02,1,황동일,50.0,50.0,0.0,0.0,0.0,0.2,11,7,93,51,7,1,3,S,0.0379746835443038,1
삼성화재,2017-12-02,1,김정호,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,1,L,0.0126582278481012,0
삼성화재,2017-12-02,1,김나운,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,2,L,0.0,0
삼성화재,2017-12-02,1,김형진,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,0,0,S,0.0,0
삼성화재,2017-12-02,1,부용찬,0.0,0.0,0.0,0.0,0.0,0.0,14,13,4,0,0,0,0,Li,0.0,0
우리카드,2017-12-03,0,파다르,56.67,53.33,54.55,0.0,71.43,0.8,5,2,3,1,9,0,13,R,0.4634146341463415,1
우리카드,2017-12-03,0,나경복,58.62,25.0,50.0,0.0,80.0,0.0,14,10,0,0,6,0,6,L,0.2073170731707317,1
우리카드,2017-12-03,0,한성정,64.29,57.14,0.0,0.0,60.0,0.0,3,1,1,0,4,1,5,L,0.1219512195121951,1
우리카드,2017-12-03,0,우상조,100.0,0.0,0.0,100.0,0.0,0.0,2,2,3,0,5,0,1,C,0.0609756097560975,1
우리카드,2017-12-03,0,김은섭,40.0,100.0,0.0,25.0,0.0,0.0,2,1,1,0,9,2,3,C,0.048780487804878,1
우리카드,2017-12-03,0,김시훈,66.67,0.0,0.0,66.67,0.0,0.0,1,0,2,0,4,1,0,C,0.0365853658536585,0
우리카드,2017-12-03,0,유광우,50.0,50.0,0.0,0.0,0.0,0.0,15,11,111,65,4,0,1,S,0.024390243902439,1
우리카드,2017-12-03,0,조근호,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7,1,1,C,0.0121951219512195,0
우리카드,2017-12-03,0,김동훈,0.0,0.0,0.0,0.0,0.0,0.25,0,0,0,0,0,0,1,S,0.0121951219512195,0
우리카드,2017-12-03,0,김정환,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,1,1,0,L,0.0121951219512195,0
우리카드,2017-12-03,0,이상욱,0.0,0.0,0.0,0.0,0.0,0.0,8,7,5,3,0,0,0,Li,0.0,0
우리카드,2017-12-03,0,정민수,0.0,0.0,0.0,0.0,0.0,0.0,8,8,6,4,0,0,0,Li,0.0,0
한국전력,2017-12-03,1,펠리페,41.86,43.48,36.84,0.0,100.0,1.0,12,5,1,1,10,2,10,R,0.3205128205128205,1
한국전력,2017-12-03,1,전광인,62.16,50.0,85.71,0.0,70.0,0.0,9,6,3,1,8,2,9,L,0.3205128205128205,1
한국전력,2017-12-03,1,안우재,60.0,0.0,0.0,60.0,0.0,0.2,1,1,0,0,14,3,2,C,0.1282051282051282,1
한국전력,2017-12-03,1,김인혁,56.25,42.86,0.0,0.0,75.0,0.0,3,3,4,0,7,0,3,L,0.1153846153846153,1
한국전력,2017-12-03,1,이재목,100.0,0.0,0.0,100.0,0.0,0.0,3,2,2,0,10,3,1,C,0.1025641025641025,1
한국전력,2017-12-03,1,이호건,50.0,50.0,0.0,0.0,0.0,0.0,5,4,99,57,4,0,0,S,0.0128205128205128,1
한국전력,2017-12-03,1,권영민,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,S,0.0,0
한국전력,2017-12-03,1,박성률,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,R,0.0,0
한국전력,2017-12-03,1,오재성,0.0,0.0,0.0,0.0,0.0,0.0,15,11,4,1,0,0,0,Li,0.0,0
한국전력,2017-12-03,1,이승현,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,0,0,0,S,0.0,0
OK저축은행,2017-12-05,0,송명근,67.86,66.67,60.0,0.0,75.0,0.6,14,8,4,1,8,2,10,L,0.3636363636363636,1
OK저축은행,2017-12-05,0,마르코,48.89,63.64,50.0,0.0,22.22,0.2,9,7,3,0,2,0,13,R,0.3484848484848485,1
OK저축은행,2017-12-05,0,송희채,41.67,33.33,0.0,0.0,50.0,0.2,3,3,2,1,6,1,7,L,0.106060606060606,1
OK저축은행,2017-12-05,0,김요한,42.86,0.0,0.0,50.0,0.0,0.2,2,2,1,0,8,2,3,C,0.0909090909090909,1
OK저축은행,2017-12-05,0,조재성,50.0,0.0,100.0,0.0,50.0,0.25,0,0,1,0,0,0,3,R,0.0454545454545454,0
OK저축은행,2017-12-05,0,이민규,0.0,0.0,0.0,0.0,0.0,0.0,5,4,84,43,7,2,1,S,0.0303030303030303,1
OK저축은행,2017-12-05,0,김정훈,0.0,0.0,0.0,0.0,0.0,0.2,2,1,1,1,12,0,1,C,0.0151515151515151,1
OK저축은행,2017-12-05,0,정성현,0.0,0.0,0.0,0.0,0.0,0.0,9,8,7,4,0,0,0,Li,0.0,0
KB손해보험,2017-12-05,1,알렉스,66.67,60.0,66.67,0.0,71.43,0.6,2,2,1,0,8,3,12,L,0.4285714285714285,1
KB손해보험,2017-12-05,1,이강원,50.0,22.22,75.0,0.0,50.0,0.2,4,2,2,1,5,1,7,R,0.2428571428571428,1
KB손해보험,2017-12-05,1,손현종,71.43,75.0,100.0,0.0,0.0,0.5,4,1,1,0,3,1,1,L,0.1142857142857142,0
KB손해보험,2017-12-05,1,하현용,80.0,0.0,0.0,75.0,0.0,0.0,2,2,2,0,14,3,1,C,0.1,1
KB손해보험,2017-12-05,1,황두연,62.5,75.0,100.0,0.0,33.33,0.0,5,3,1,0,6,1,5,L,0.0857142857142857,1
KB손해보험,2017-12-05,1,양준식,50.0,50.0,0.0,0.0,0.0,0.0,2,1,50,32,3,0,2,S,0.0142857142857142,1
KB손해보험,2017-12-05,1,이선규,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0,0,5,1,1,C,0.0142857142857142,1
KB손해보험,2017-12-05,1,곽동혁,0.0,0.0,0.0,0.0,0.0,0.0,16,15,3,1,0,0,0,Li,0.0,0
KB손해보험,2017-12-05,1,박광희,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,L,0.0,0
KB손해보험,2017-12-05,1,한기호,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,L,0.0,0
삼성화재,2017-12-06,0,타이스,51.28,56.52,45.45,0.0,40.0,0.33,2,2,3,1,3,2,6,L,0.5476190476190477,1
삼성화재,2017-12-06,0,박철우,47.06,50.0,40.0,0.0,100.0,0.0,2,2,2,1,7,0,5,R,0.1904761904761904,1
삼성화재,2017-12-06,0,박상하,60.0,0.0,0.0,60.0,0.0,0.0,1,1,0,0,9,1,1,C,0.0952380952380952,1
삼성화재,2017-12-06,0,김규민,40.0,0.0,0.0,50.0,0.0,0.0,3,1,0,0,9,1,2,C,0.0714285714285714,1
삼성화재,2017-12-06,0,류윤식,50.0,66.67,0.0,0.0,0.0,0.0,6,4,3,2,4,1,0,L,0.0714285714285714,1
삼성화재,2017-12-06,0,김형진,0.0,0.0,0.0,0.0,0.0,0.33,0,0,2,2,0,0,0,S,0.0238095238095238,0
삼성화재,2017-12-06,0,황동일,0.0,0.0,0.0,0.0,0.0,0.0,3,2,60,27,2,0,1,S,0.0,1
삼성화재,2017-12-06,0,김정호,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,2,L,0.0,0
삼성화재,2017-12-06,0,부용찬,0.0,0.0,0.0,0.0,0.0,0.0,8,7,1,1,0,0,0,Li,0.0,0
현대캐피탈,2017-12-06,1,안드레아스,65.38,54.55,66.67,0.0,66.67,0.33,6,3,0,0,7,2,6,L,0.3448275862068966,1
현대캐피탈,2017-12-06,1,문성민,58.82,33.33,83.33,0.0,0.0,0.33,5,3,3,1,4,2,3,R,0.2241379310344827,1
현대캐피탈,2017-12-06,1,신영석,66.67,0.0,0.0,66.67,0.0,0.33,3,2,1,0,9,5,3,C,0.1724137931034483,1
현대캐피탈,2017-12-06,1,박주형,60.0,50.0,0.0,0.0,71.43,0.33,2,1,0,0,2,1,1,L,0.1379310344827586,0
현대캐피탈,2017-12-06,1,김재휘,33.33,0.0,0.0,33.33,0.0,0.0,3,2,1,0,8,3,2,C,0.0862068965517241,1
