팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,퀵오픈_성공률,서브_성공률,디그_시도,디그_성공,세트_시도,세트_성공,블로킹_시도,블로킹_성공,범실_범실,포지션,득점점유율,스타팅멤버,시간차_성공률,이동_성공률,후위_성공률,속공_성공률
IBK기업은행,2017-10-14,0,메디,29.85,26.83,45.45,0.2,24.0,20.0,7.0,0.0,20.0,3.0,7,L,0.3478260869565217,1,,,,
IBK기업은행,2017-10-14,0,고예림,30.0,12.0,60.0,0.6,22.0,17.0,7.0,1.0,10.0,0.0,6,L,0.217391304347826,1,,,,
IBK기업은행,2017-10-14,0,김희진,27.78,20.0,50.0,0.2,12.0,11.0,7.0,0.0,14.0,4.0,6,R,0.217391304347826,1,,,,
IBK기업은행,2017-10-14,0,김미연,31.25,16.67,60.0,0.0,6.0,5.0,3.0,0.0,12.0,2.0,1,L,0.1014492753623188,1,,,,
IBK기업은행,2017-10-14,0,김수지,25.0,0.0,0.0,0.2,11.0,10.0,7.0,0.0,28.0,1.0,3,C,0.0869565217391304,1,,,,
IBK기업은행,2017-10-14,0,이고은,0.0,0.0,0.0,0.2,5.0,4.0,84.0,27.0,3.0,0.0,2,S,0.0144927536231884,0,,,,
IBK기업은행,2017-10-14,0,염혜선,0.0,0.0,0.0,0.0,11.0,10.0,65.0,21.0,7.0,1.0,0,S,0.0144927536231884,1,,,,
IBK기업은행,2017-10-14,0,김혜선,0.0,0.0,0.0,0.0,28.0,25.0,8.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
흥국생명,2017-10-14,1,심슨,41.9,34.0,33.33,0.0,19.0,14.0,6.0,1.0,13.0,4.0,13,L,0.5853658536585366,1,,,,
흥국생명,2017-10-14,1,이재영,24.39,21.88,100.0,0.2,27.0,22.0,4.0,0.0,6.0,2.0,3,L,0.1585365853658536,1,,,,
흥국생명,2017-10-14,1,정시영,30.0,0.0,0.0,0.2,8.0,6.0,6.0,2.0,20.0,4.0,3,R,0.0975609756097561,1,,,,
흥국생명,2017-10-14,1,이한비,21.05,20.0,33.33,0.0,5.0,5.0,1.0,1.0,1.0,0.0,4,L,0.048780487804878,0,,,,
흥국생명,2017-10-14,1,김나희,18.18,0.0,0.0,0.0,5.0,3.0,3.0,0.0,13.0,1.0,1,C,0.0365853658536585,1,,,,
흥국생명,2017-10-14,1,조송화,0.0,0.0,0.0,0.0,19.0,18.0,150.0,50.0,13.0,3.0,3,S,0.0365853658536585,1,,,,
흥국생명,2017-10-14,1,공윤희,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,R,0.0365853658536585,0,,,,
흥국생명,2017-10-14,1,신연경,0.0,0.0,0.0,0.0,10.0,9.0,4.0,0.0,4.0,0.0,0,L,0.0,1,,,,
흥국생명,2017-10-14,1,김해란,0.0,0.0,0.0,0.0,36.0,32.0,17.0,7.0,0.0,0.0,0,Li,0.0,0,,,,
흥국생명,2017-10-14,1,남지연,0.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,0,L,0.0,0,,,,
흥국생명,2017-10-14,1,한지현,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
KGC인삼공사,2017-10-15,0,알레나,38.89,37.7,50.0,0.0,26.0,20.0,11.0,1.0,18.0,2.0,5,R,0.5641025641025641,1,,,,
KGC인삼공사,2017-10-15,0,한송이,32.35,31.25,33.33,0.0,22.0,22.0,10.0,4.0,10.0,2.0,1,L,0.1666666666666666,1,,,,
KGC인삼공사,2017-10-15,0,유희옥,28.57,50.0,0.0,0.2,2.0,2.0,9.0,3.0,11.0,2.0,1,C,0.0641025641025641,1,,,,
KGC인삼공사,2017-10-15,0,최수빈,13.79,9.52,25.0,0.0,20.0,15.0,5.0,2.0,9.0,0.0,3,L,0.0512820512820512,1,,,,
KGC인삼공사,2017-10-15,0,이재은,40.0,40.0,0.0,0.4,18.0,15.0,156.0,51.0,11.0,0.0,2,S,0.0512820512820512,1,,,,
KGC인삼공사,2017-10-15,0,이선정,20.0,20.0,0.0,0.0,7.0,5.0,9.0,1.0,17.0,1.0,1,C,0.0384615384615384,1,,,,
KGC인삼공사,2017-10-15,0,박상미,100.0,100.0,0.0,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0,L,0.0384615384615384,0,,,,
KGC인삼공사,2017-10-15,0,지민경,22.22,28.57,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0,L,0.0256410256410256,0,,,,
KGC인삼공사,2017-10-15,0,오지영,0.0,0.0,0.0,0.0,41.0,31.0,7.0,1.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2017-10-15,1,엘리자베스,41.46,36.0,40.0,0.2,22.0,19.0,1.0,0.0,20.0,3.0,8,L,0.3725490196078431,1,,,,
현대건설,2017-10-15,1,황연주,44.19,35.29,53.85,0.2,18.0,17.0,7.0,0.0,8.0,1.0,5,R,0.2058823529411764,1,,,,
현대건설,2017-10-15,1,양효진,43.48,33.33,0.0,0.4,6.0,6.0,3.0,0.0,28.0,4.0,5,C,0.1568627450980392,1,,,,
현대건설,2017-10-15,1,김세영,30.77,0.0,0.0,0.0,3.0,3.0,2.0,1.0,24.0,8.0,1,C,0.1176470588235294,1,,,,
현대건설,2017-10-15,1,황민경,27.03,30.0,27.27,0.0,23.0,20.0,12.0,2.0,11.0,1.0,6,L,0.1078431372549019,1,,,,
현대건설,2017-10-15,1,이다영,0.0,0.0,0.0,0.0,18.0,14.0,157.0,63.0,14.0,3.0,3,S,0.0294117647058823,1,,,,
현대건설,2017-10-15,1,고유민,0.0,0.0,0.0,0.2,4.0,4.0,0.0,0.0,0.0,0.0,1,L,0.0098039215686274,0,,,,
현대건설,2017-10-15,1,김연견,0.0,0.0,0.0,0.0,38.0,34.0,25.0,9.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2017-10-15,1,박혜미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
한국도로공사,2017-10-17,0,이바나,50.0,53.85,40.0,0.6,10.0,6.0,6.0,1.0,7.0,2.0,9,R,0.3414634146341463,1,,,,
한국도로공사,2017-10-17,0,박정아,34.69,33.33,36.84,0.0,10.0,10.0,1.0,0.0,8.0,0.0,1,L,0.2073170731707317,1,,,,
한국도로공사,2017-10-17,0,정대영,45.45,16.67,0.0,0.2,9.0,8.0,10.0,5.0,16.0,3.0,3,C,0.1707317073170731,1,,,,
한국도로공사,2017-10-17,0,배유나,42.86,25.0,0.0,0.0,6.0,6.0,6.0,1.0,19.0,3.0,3,C,0.1463414634146341,1,,,,
한국도로공사,2017-10-17,0,최은지,35.71,50.0,20.0,0.4,11.0,10.0,6.0,1.0,15.0,1.0,2,L,0.0975609756097561,1,,,,
한국도로공사,2017-10-17,0,이효희,50.0,50.0,0.0,0.2,21.0,17.0,112.0,46.0,8.0,0.0,1,S,0.0365853658536585,1,,,,
한국도로공사,2017-10-17,0,문정원,0.0,0.0,0.0,0.0,12.0,8.0,2.0,1.0,0.0,0.0,2,R,0.0,0,,,,
한국도로공사,2017-10-17,0,유서연,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,1,L,0.0,0,,,,
한국도로공사,2017-10-17,0,임명옥,0.0,0.0,0.0,0.0,30.0,22.0,17.0,5.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2017-10-17,0,정선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,C,0.0,0,,,,
GS칼텍스,2017-10-17,1,강소휘,44.68,29.41,52.38,0.6,14.0,12.0,2.0,1.0,6.0,0.0,7,L,0.2727272727272727,1,,,,
GS칼텍스,2017-10-17,1,듀크,35.29,42.86,18.18,0.0,14.0,12.0,2.0,1.0,8.0,2.0,6,R,0.2272727272727272,1,,,,
GS칼텍스,2017-10-17,1,표승주,37.78,28.57,45.0,0.4,18.0,17.0,3.0,1.0,7.0,0.0,2,R,0.2159090909090909,1,,,,
GS칼텍스,2017-10-17,1,문명화,50.0,100.0,0.0,0.4,4.0,2.0,1.0,0.0,21.0,3.0,1,C,0.125,1,,,,
GS칼텍스,2017-10-17,1,김유리,35.71,50.0,0.0,0.2,5.0,4.0,0.0,0.0,10.0,0.0,2,C,0.0681818181818181,1,,,,
GS칼텍스,2017-10-17,1,이영,100.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0,C,0.0568181818181818,0,,,,
GS칼텍스,2017-10-17,1,이나연,0.0,0.0,0.0,0.2,10.0,8.0,123.0,54.0,10.0,1.0,5,S,0.0227272727272727,1,,,,
GS칼텍스,2017-10-17,1,안혜진,0.0,0.0,0.0,0.0,1.0,1.0,30.0,7.0,6.0,1.0,1,S,0.0113636363636363,0,,,,
GS칼텍스,2017-10-17,1,김채원,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
GS칼텍스,2017-10-17,1,나현정,0.0,0.0,0.0,0.0,36.0,29.0,14.0,3.0,0.0,0.0,1,Li,0.0,0,,,,
GS칼텍스,2017-10-17,1,한다혜,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0,L,0.0,0,,,,
IBK기업은행,2017-10-18,0,메디,43.66,34.21,53.85,0.0,37.0,34.0,7.0,3.0,4.0,0.0,3,L,0.3875,1,,,,
IBK기업은행,2017-10-18,0,김희진,33.33,30.0,50.0,0.4,6.0,3.0,13.0,2.0,19.0,6.0,4,R,0.25,1,,,,
IBK기업은행,2017-10-18,0,고예림,23.68,13.04,41.67,0.6,18.0,12.0,11.0,2.0,5.0,0.0,2,L,0.15,1,,,,
IBK기업은행,2017-10-18,0,김수지,50.0,66.67,0.0,0.0,4.0,4.0,6.0,1.0,18.0,1.0,4,C,0.1125,1,,,,
IBK기업은행,2017-10-18,0,이고은,66.67,66.67,0.0,0.4,14.0,12.0,73.0,27.0,7.0,0.0,3,S,0.05,1,,,,
IBK기업은행,2017-10-18,0,김미연,25.0,28.57,0.0,0.0,9.0,6.0,3.0,1.0,14.0,0.0,2,L,0.0375,1,,,,
IBK기업은행,2017-10-18,0,염혜선,50.0,50.0,0.0,0.0,12.0,11.0,63.0,24.0,0.0,0.0,1,S,0.0125,0,,,,
IBK기업은행,2017-10-18,0,김혜선,0.0,0.0,0.0,0.0,26.0,24.0,12.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
IBK기업은행,2017-10-18,0,채선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
현대건설,2017-10-18,1,엘리자베스,40.48,34.88,50.0,0.0,11.0,11.0,6.0,0.0,7.0,1.0,5,L,0.4069767441860465,1,,,,
현대건설,2017-10-18,1,양효진,46.43,33.33,0.0,0.0,5.0,5.0,4.0,1.0,16.0,3.0,3,C,0.1860465116279069,1,,,,
현대건설,2017-10-18,1,황연주,39.29,37.5,33.33,0.2,18.0,18.0,8.0,1.0,24.0,1.0,5,R,0.1511627906976744,1,,,,
현대건설,2017-10-18,1,김세영,57.14,0.0,0.0,0.0,9.0,8.0,2.0,0.0,24.0,6.0,0,C,0.1162790697674418,1,,,,
현대건설,2017-10-18,1,황민경,27.78,11.11,16.67,0.4,23.0,19.0,8.0,2.0,11.0,0.0,7,L,0.0813953488372093,1,,,,
현대건설,2017-10-18,1,이다영,50.0,50.0,0.0,0.0,12.0,10.0,136.0,58.0,17.0,3.0,1,S,0.0581395348837209,1,,,,
현대건설,2017-10-18,1,고유민,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
현대건설,2017-10-18,1,김연견,0.0,0.0,0.0,0.0,28.0,23.0,12.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2017-10-18,1,박혜미,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
흥국생명,2017-10-21,1,심슨,46.15,44.68,33.33,0.0,17.0,17.0,3.0,0.0,8.0,1.0,7,L,0.5,1,,,,
흥국생명,2017-10-21,1,이재영,31.82,16.0,53.85,0.4,10.0,9.0,5.0,2.0,9.0,1.0,9,L,0.1976744186046511,1,,,,
흥국생명,2017-10-21,1,정시영,36.36,0.0,0.0,0.2,5.0,3.0,5.0,1.0,14.0,5.0,2,R,0.1162790697674418,1,,,,
흥국생명,2017-10-21,1,김나희,28.57,0.0,0.0,0.33,6.0,5.0,0.0,0.0,13.0,1.0,0,C,0.0697674418604651,1,,,,
흥국생명,2017-10-21,1,임해정,0.0,0.0,0.0,0.4,1.0,1.0,0.0,0.0,6.0,3.0,1,C,0.0581395348837209,0,,,,
흥국생명,2017-10-21,1,조송화,33.33,33.33,0.0,0.4,17.0,16.0,135.0,51.0,7.0,0.0,2,S,0.0348837209302325,1,,,,
흥국생명,2017-10-21,1,신연경,50.0,50.0,0.0,0.0,13.0,9.0,5.0,1.0,4.0,0.0,4,L,0.0232558139534883,1,,,,
흥국생명,2017-10-21,1,공윤희,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,R,0.0,0,,,,
흥국생명,2017-10-21,1,김해란,0.0,0.0,0.0,0.0,33.0,30.0,17.0,8.0,0.0,0.0,0,Li,0.0,0,,,,
흥국생명,2017-10-21,1,남지연,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
KGC인삼공사,2017-10-21,0,알레나,37.5,24.24,100.0,0.4,8.0,7.0,5.0,1.0,18.0,3.0,6,R,0.4705882352941176,1,,,,
KGC인삼공사,2017-10-21,0,한송이,30.56,21.43,38.89,0.2,18.0,13.0,7.0,0.0,14.0,1.0,5,L,0.1911764705882352,1,,,,
KGC인삼공사,2017-10-21,0,유희옥,43.75,33.33,0.0,0.0,4.0,4.0,4.0,1.0,12.0,1.0,5,C,0.1176470588235294,1,,,,
KGC인삼공사,2017-10-21,0,한수지,33.33,25.0,0.0,0.0,7.0,7.0,6.0,1.0,29.0,3.0,2,C,0.1176470588235294,1,,,,
KGC인삼공사,2017-10-21,0,최수빈,17.39,18.18,18.18,0.0,18.0,17.0,11.0,1.0,10.0,2.0,2,L,0.088235294117647,1,,,,
KGC인삼공사,2017-10-21,0,이재은,25.0,33.33,0.0,0.0,22.0,20.0,123.0,46.0,5.0,0.0,0,S,0.0147058823529411,1,,,,
KGC인삼공사,2017-10-21,0,박상미,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,L,0.0,0,,,,
KGC인삼공사,2017-10-21,0,오지영,0.0,0.0,0.0,0.0,24.0,21.0,11.0,0.0,0.0,0.0,1,Li,0.0,0,,,,
한국도로공사,2017-10-22,0,이바나,42.86,50.0,33.33,0.6,11.0,8.0,2.0,0.0,10.0,3.0,7,R,0.45,1,,,,
한국도로공사,2017-10-22,0,박정아,37.84,42.11,37.5,0.4,14.0,9.0,2.0,0.0,6.0,4.0,3,L,0.25,1,,,,
한국도로공사,2017-10-22,0,배유나,35.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,16.0,4.0,3,C,0.1375,1,,,,
한국도로공사,2017-10-22,0,정대영,29.41,25.0,0.0,0.0,9.0,9.0,12.0,4.0,12.0,1.0,1,C,0.075,1,,,,
한국도로공사,2017-10-22,0,이효희,33.33,33.33,0.0,0.6,15.0,14.0,122.0,42.0,5.0,0.0,2,S,0.05,1,,,,
한국도로공사,2017-10-22,0,문정원,10.0,20.0,0.0,0.2,22.0,20.0,5.0,2.0,13.0,1.0,7,R,0.0375,1,,,,
한국도로공사,2017-10-22,0,유서연,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
한국도로공사,2017-10-22,0,임명옥,0.0,0.0,0.0,0.0,27.0,23.0,15.0,5.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2017-10-22,0,정선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,C,0.0,0,,,,
한국도로공사,2017-10-22,0,최은지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,L,0.0,0,,,,
IBK기업은행,2017-10-22,1,메디,50.0,50.0,60.0,0.2,22.0,18.0,7.0,2.0,14.0,2.0,5,L,0.3375,1,,,,
IBK기업은행,2017-10-22,1,김희진,41.18,30.0,0.0,0.6,14.0,14.0,5.0,1.0,18.0,2.0,3,R,0.2375,1,,,,
IBK기업은행,2017-10-22,1,고예림,35.48,31.82,42.86,0.2,14.0,12.0,4.0,1.0,12.0,1.0,2,L,0.1625,1,,,,
IBK기업은행,2017-10-22,1,김미연,40.0,16.67,66.67,0.6,7.0,6.0,6.0,2.0,9.0,2.0,4,L,0.1375,1,,,,
IBK기업은행,2017-10-22,1,김수지,42.86,50.0,0.0,0.2,5.0,4.0,1.0,0.0,26.0,3.0,0,C,0.125,1,,,,
IBK기업은행,2017-10-22,1,이고은,0.0,0.0,0.0,0.0,14.0,10.0,78.0,32.0,5.0,0.0,0,S,0.0,1,,,,
IBK기업은행,2017-10-22,1,김혜선,0.0,0.0,0.0,0.0,18.0,14.0,7.0,1.0,0.0,0.0,0,Li,0.0,0,,,,
IBK기업은행,2017-10-22,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
IBK기업은행,2017-10-22,1,염혜선,0.0,0.0,0.0,0.0,6.0,5.0,37.0,18.0,5.0,0.0,1,S,0.0,0,,,,
KGC인삼공사,2017-10-24,1,알레나,54.93,43.24,40.0,0.0,14.0,12.0,7.0,1.0,23.0,7.0,8,R,0.5897435897435898,1,,,,
KGC인삼공사,2017-10-24,1,한송이,28.0,31.25,25.0,0.25,11.0,9.0,6.0,0.0,8.0,1.0,5,L,0.1153846153846153,1,,,,
KGC인삼공사,2017-10-24,1,한수지,25.0,16.67,0.0,0.0,6.0,5.0,6.0,2.0,24.0,4.0,3,C,0.1025641025641025,1,,,,
KGC인삼공사,2017-10-24,1,유희옥,60.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,9.0,1.0,2,C,0.0897435897435897,1,,,,
KGC인삼공사,2017-10-24,1,최수빈,21.05,15.38,33.33,0.25,12.0,8.0,3.0,0.0,4.0,0.0,1,L,0.0641025641025641,1,,,,
KGC인삼공사,2017-10-24,1,이재은,40.0,40.0,0.0,0.0,16.0,14.0,112.0,50.0,6.0,1.0,1,S,0.0384615384615384,1,,,,
KGC인삼공사,2017-10-24,1,박상미,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0,L,0.0,0,,,,
KGC인삼공사,2017-10-24,1,오지영,0.0,0.0,0.0,0.0,29.0,24.0,12.0,5.0,0.0,0.0,0,Li,0.0,0,,,,
GS칼텍스,2017-10-24,0,듀크,53.85,45.45,57.14,0.25,13.0,12.0,3.0,0.0,15.0,0.0,9,R,0.4337349397590361,1,,,,
GS칼텍스,2017-10-24,0,강소휘,40.0,29.17,70.0,1.25,16.0,14.0,2.0,2.0,11.0,2.0,6,L,0.2771084337349397,1,,,,
GS칼텍스,2017-10-24,0,표승주,28.57,15.0,44.44,0.5,17.0,13.0,4.0,1.0,3.0,0.0,5,R,0.1686746987951807,1,,,,
GS칼텍스,2017-10-24,0,문명화,60.0,100.0,0.0,0.25,6.0,3.0,1.0,0.0,11.0,1.0,0,C,0.0602409638554216,1,,,,
GS칼텍스,2017-10-24,0,김유리,20.0,0.0,0.0,0.33,3.0,1.0,4.0,0.0,9.0,2.0,2,C,0.0481927710843373,0,,,,
GS칼텍스,2017-10-24,0,이영,25.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,5.0,0.0,2,C,0.0120481927710843,1,,,,
GS칼텍스,2017-10-24,0,나현정,0.0,0.0,0.0,0.0,19.0,14.0,10.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
GS칼텍스,2017-10-24,0,안혜진,0.0,0.0,0.0,0.0,3.0,3.0,30.0,14.0,0.0,0.0,0,S,0.0,0,,,,
GS칼텍스,2017-10-24,0,이나연,0.0,0.0,0.0,0.0,11.0,9.0,106.0,44.0,5.0,0.0,1,S,0.0,1,,,,
GS칼텍스,2017-10-24,0,한다혜,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
현대건설,2017-10-25,1,엘리자베스,56.76,56.52,100.0,1.0,10.0,9.0,1.0,0.0,7.0,1.0,5,L,0.4098360655737705,1,,,,
현대건설,2017-10-25,1,양효진,38.46,0.0,0.0,0.0,5.0,5.0,1.0,0.0,20.0,4.0,2,C,0.1475409836065573,1,,,,
현대건설,2017-10-25,1,황연주,46.67,20.0,60.0,0.0,6.0,6.0,3.0,1.0,4.0,0.0,2,R,0.1147540983606557,1,,,,
현대건설,2017-10-25,1,황민경,35.71,25.0,50.0,0.33,11.0,8.0,6.0,1.0,6.0,1.0,2,L,0.1147540983606557,1,,,,
현대건설,2017-10-25,1,김세영,83.33,0.0,0.0,0.0,3.0,2.0,0.0,0.0,10.0,2.0,0,C,0.1147540983606557,1,,,,
현대건설,2017-10-25,1,이다영,0.0,0.0,0.0,1.0,11.0,10.0,71.0,37.0,6.0,3.0,2,S,0.0983606557377049,1,,,,
현대건설,2017-10-25,1,고유민,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
현대건설,2017-10-25,1,김연견,0.0,0.0,0.0,0.0,9.0,8.0,10.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
흥국생명,2017-10-25,0,심슨,36.36,36.36,50.0,0.33,8.0,5.0,1.0,0.0,4.0,2.0,7,L,0.6129032258064516,1,,,,
흥국생명,2017-10-25,0,이재영,17.24,16.0,100.0,0.0,14.0,11.0,2.0,0.0,1.0,0.0,5,L,0.1612903225806451,1,,,,
흥국생명,2017-10-25,0,공윤희,37.5,42.86,0.0,0.0,8.0,8.0,3.0,1.0,2.0,0.0,0,R,0.0967741935483871,0,,,,
흥국생명,2017-10-25,0,정시영,15.38,0.0,0.0,0.0,4.0,4.0,1.0,0.0,8.0,0.0,0,R,0.064516129032258,1,,,,
흥국생명,2017-10-25,0,조송화,100.0,100.0,0.0,0.0,4.0,4.0,70.0,21.0,3.0,0.0,0,S,0.064516129032258,1,,,,
흥국생명,2017-10-25,0,김해란,0.0,0.0,0.0,0.0,15.0,14.0,13.0,1.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2017-10-28,1,엘리자베스,46.67,44.44,33.33,0.0,8.0,8.0,2.0,0.0,5.0,0.0,5,L,0.28,1,,,,
현대건설,2017-10-28,1,양효진,63.64,0.0,0.0,0.67,5.0,3.0,2.0,1.0,14.0,4.0,2,C,0.26,1,,,,
현대건설,2017-10-28,1,황연주,43.75,60.0,60.0,0.33,8.0,8.0,7.0,0.0,9.0,0.0,2,R,0.16,1,,,,
현대건설,2017-10-28,1,황민경,26.67,11.11,50.0,0.67,4.0,3.0,9.0,3.0,5.0,0.0,0,L,0.12,1,,,,
현대건설,2017-10-28,1,김세영,50.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,13.0,3.0,0,C,0.12,1,,,,
현대건설,2017-10-28,1,이다영,50.0,50.0,0.0,0.0,9.0,8.0,59.0,28.0,9.0,2.0,3,S,0.06,1,,,,
현대건설,2017-10-28,1,김연견,0.0,0.0,0.0,0.0,17.0,15.0,7.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2017-10-28,1,박혜미,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
GS칼텍스,2017-10-28,0,듀크,39.02,29.41,33.33,0.33,10.0,10.0,5.0,0.0,4.0,2.0,5,R,0.4871794871794871,1,,,,
GS칼텍스,2017-10-28,0,강소휘,32.43,38.89,28.57,0.0,10.0,8.0,2.0,0.0,4.0,0.0,9,L,0.3076923076923077,1,,,,
GS칼텍스,2017-10-28,0,이영,50.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,3,C,0.1025641025641025,0,,,,
GS칼텍스,2017-10-28,0,안혜진,100.0,100.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,1,S,0.0512820512820512,0,,,,
GS칼텍스,2017-10-28,0,김유리,14.29,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,3,C,0.0256410256410256,1,,,,
GS칼텍스,2017-10-28,0,이나연,0.0,0.0,0.0,0.33,10.0,8.0,80.0,30.0,3.0,0.0,0,S,0.0256410256410256,1,,,,
GS칼텍스,2017-10-28,0,나현정,0.0,0.0,0.0,0.0,20.0,15.0,8.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
KGC인삼공사,2017-10-29,1,알레나,44.58,42.55,50.0,0.2,15.0,11.0,4.0,1.0,16.0,7.0,3,R,0.5421686746987951,1,,,,
KGC인삼공사,2017-10-29,1,한송이,36.67,27.27,62.5,0.2,24.0,21.0,4.0,0.0,16.0,4.0,5,L,0.1927710843373494,1,,,,
KGC인삼공사,2017-10-29,1,한수지,40.0,100.0,0.0,0.0,4.0,4.0,12.0,4.0,25.0,2.0,2,C,0.0963855421686747,1,,,,
KGC인삼공사,2017-10-29,1,이재은,50.0,50.0,0.0,0.4,12.0,12.0,127.0,48.0,11.0,1.0,4,S,0.0602409638554216,1,,,,
KGC인삼공사,2017-10-29,1,유희옥,25.0,0.0,0.0,0.0,9.0,8.0,6.0,1.0,17.0,2.0,1,C,0.0481927710843373,1,,,,
KGC인삼공사,2017-10-29,1,지민경,10.0,14.29,0.0,0.25,12.0,11.0,2.0,1.0,4.0,1.0,2,L,0.036144578313253,1,,,,
KGC인삼공사,2017-10-29,1,최수빈,20.0,22.22,0.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,1,L,0.0240963855421686,0,,,,
KGC인삼공사,2017-10-29,1,박상미,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
KGC인삼공사,2017-10-29,1,시은미,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0,S,0.0,0,,,,
KGC인삼공사,2017-10-29,1,오지영,0.0,0.0,0.0,0.0,27.0,22.0,8.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2017-10-29,0,이바나,37.18,44.0,100.0,0.2,12.0,10.0,9.0,1.0,14.0,2.0,13,R,0.3855421686746988,1,,,,
한국도로공사,2017-10-29,0,박정아,50.0,46.15,54.55,0.0,8.0,7.0,6.0,0.0,6.0,0.0,1,L,0.253012048192771,1,,,,
한국도로공사,2017-10-29,0,배유나,42.86,28.57,0.0,0.0,6.0,4.0,5.0,0.0,15.0,3.0,2,C,0.144578313253012,1,,,,
한국도로공사,2017-10-29,0,정대영,16.67,14.29,0.0,0.2,10.0,7.0,6.0,1.0,16.0,3.0,4,C,0.0843373493975903,1,,,,
한국도로공사,2017-10-29,0,문정원,36.36,16.67,66.67,0.2,20.0,18.0,2.0,0.0,8.0,0.0,3,R,0.0602409638554216,1,,,,
한국도로공사,2017-10-29,0,이원정,0.0,0.0,0.0,0.2,13.0,10.0,117.0,40.0,9.0,2.0,3,S,0.036144578313253,1,,,,
한국도로공사,2017-10-29,0,최은지,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,5.0,2.0,1,L,0.0240963855421686,0,,,,
한국도로공사,2017-10-29,0,유서연,12.5,12.5,0.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,2,L,0.0120481927710843,0,,,,
한국도로공사,2017-10-29,0,이효희,0.0,0.0,0.0,0.0,5.0,5.0,26.0,11.0,2.0,0.0,0,S,0.0,0,,,,
