팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,퀵오픈_성공률,서브_성공률,디그_시도,디그_성공,세트_시도,세트_성공,블로킹_시도,블로킹_성공,범실_범실,포지션,득점점유율,스타팅멤버,시간차_성공률,이동_성공률,후위_성공률,속공_성공률
현대건설,2019-10-23,1,고예림,53.85,58.33,54.55,0.5,16.0,13.0,4.0,0.0,13.0,2.0,3,L,0.2571428571428571,1,,,,
현대건설,2019-10-23,1,마야,44.44,40.0,0.0,0.0,14.0,9.0,1.0,0.0,7.0,1.0,5,R,0.2428571428571428,1,,,,
현대건설,2019-10-23,1,양효진,30.0,35.29,0.0,0.25,10.0,9.0,2.0,0.0,14.0,4.0,4,C,0.1571428571428571,1,,,,
현대건설,2019-10-23,1,정지윤,37.5,36.84,0.0,0.0,4.0,4.0,1.0,1.0,18.0,1.0,1,C,0.1428571428571428,1,,,,
현대건설,2019-10-23,1,황민경,33.33,16.67,36.36,0.5,17.0,16.0,2.0,0.0,12.0,1.0,4,L,0.1285714285714285,1,,,,
현대건설,2019-10-23,1,이다영,100.0,100.0,0.0,0.0,13.0,8.0,113.0,45.0,7.0,2.0,2,S,0.0428571428571428,1,,,,
현대건설,2019-10-23,1,이다현,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0,C,0.0285714285714285,0,,,,
현대건설,2019-10-23,1,김연견,0.0,0.0,0.0,0.0,20.0,18.0,6.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2019-10-23,1,이영주,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,L,0.0,0,,,,
IBK기업은행,2019-10-24,0,어나이,25.0,7.69,27.27,0.67,6.0,4.0,0.0,0.0,5.0,1.0,7,L,0.25,1,,,,
IBK기업은행,2019-10-24,0,김희진,37.04,60.0,16.67,0.0,11.0,10.0,4.0,1.0,3.0,1.0,3,R,0.25,1,,,,
IBK기업은행,2019-10-24,0,표승주,42.86,36.36,50.0,0.0,11.0,10.0,2.0,1.0,3.0,0.0,2,L,0.2045454545454545,1,,,,
IBK기업은행,2019-10-24,0,김주향,50.0,33.33,0.0,0.33,6.0,5.0,0.0,0.0,8.0,2.0,2,L,0.2045454545454545,1,,,,
IBK기업은행,2019-10-24,0,김수지,25.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,14.0,2.0,3,C,0.0681818181818181,1,,,,
IBK기업은행,2019-10-24,0,이나연,20.0,20.0,0.0,0.0,9.0,9.0,77.0,26.0,8.0,0.0,4,S,0.0227272727272727,1,,,,
IBK기업은행,2019-10-24,0,백목화,0.0,0.0,0.0,0.0,8.0,6.0,5.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
IBK기업은행,2019-10-24,0,한지현,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2019-10-24,1,테일러,51.06,61.11,52.94,0.67,14.0,13.0,3.0,0.0,6.0,2.0,5,L,0.5384615384615384,1,,,,
한국도로공사,2019-10-24,1,박정아,46.15,50.0,27.27,0.0,11.0,10.0,3.0,0.0,1.0,0.0,6,L,0.2307692307692307,1,,,,
한국도로공사,2019-10-24,1,문정원,42.86,50.0,0.0,0.67,16.0,14.0,3.0,2.0,8.0,0.0,3,R,0.0961538461538461,1,,,,
한국도로공사,2019-10-24,1,정대영,22.22,0.0,0.0,0.0,3.0,2.0,2.0,2.0,12.0,2.0,0,C,0.0769230769230769,1,,,,
한국도로공사,2019-10-24,1,정선아,37.5,0.0,0.0,0.0,5.0,3.0,2.0,1.0,4.0,0.0,2,C,0.0576923076923076,1,,,,
한국도로공사,2019-10-24,1,이효희,0.0,0.0,0.0,0.0,9.0,9.0,79.0,31.0,7.0,0.0,0,S,0.0,1,,,,
한국도로공사,2019-10-24,1,유서연,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
한국도로공사,2019-10-24,1,임명옥,0.0,0.0,0.0,0.0,20.0,15.0,9.0,4.0,0.0,0.0,1,Li,0.0,0,,,,
흥국생명,2019-10-26,1,이재영,42.5,30.77,71.43,0.0,10.0,9.0,4.0,2.0,8.0,3.0,2,L,0.3636363636363636,1,,,,
흥국생명,2019-10-26,1,루시아,45.45,30.77,33.33,1.0,8.0,6.0,3.0,0.0,5.0,0.0,2,R,0.2363636363636363,1,,,,
흥국생명,2019-10-26,1,김미연,43.75,27.27,75.0,0.33,10.0,7.0,5.0,1.0,2.0,0.0,2,R,0.1454545454545454,1,,,,
흥국생명,2019-10-26,1,김세영,66.67,33.33,0.0,0.0,3.0,3.0,4.0,2.0,12.0,3.0,0,C,0.1272727272727272,1,,,,
흥국생명,2019-10-26,1,이주아,50.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,7.0,0.0,0,C,0.0909090909090909,1,,,,
흥국생명,2019-10-26,1,김채연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0,C,0.0363636363636363,0,,,,
흥국생명,2019-10-26,1,김해란,0.0,0.0,0.0,0.0,24.0,23.0,7.0,4.0,0.0,0.0,0,Li,0.0,0,,,,
흥국생명,2019-10-26,1,신연경,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,0,L,0.0,0,,,,
흥국생명,2019-10-26,1,조송화,0.0,0.0,0.0,0.0,8.0,6.0,70.0,31.0,5.0,0.0,1,S,0.0,1,,,,
현대건설,2019-10-26,0,마야,32.26,33.33,66.67,0.0,13.0,8.0,2.0,0.0,2.0,1.0,4,R,0.275,1,,,,
현대건설,2019-10-26,0,양효진,60.0,75.0,0.0,0.0,5.0,4.0,3.0,0.0,11.0,0.0,1,C,0.225,1,,,,
현대건설,2019-10-26,0,고예림,25.93,16.67,44.44,0.0,14.0,10.0,4.0,1.0,4.0,1.0,5,L,0.2,1,,,,
현대건설,2019-10-26,0,정지윤,42.86,42.86,0.0,0.0,2.0,2.0,3.0,0.0,8.0,0.0,1,C,0.15,1,,,,
현대건설,2019-10-26,0,황민경,25.0,20.0,33.33,0.33,16.0,14.0,6.0,0.0,1.0,0.0,3,L,0.075,1,,,,
현대건설,2019-10-26,0,이다영,16.67,16.67,0.0,0.0,9.0,8.0,85.0,31.0,11.0,2.0,4,S,0.075,1,,,,
현대건설,2019-10-26,0,고유민,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0,,,,
현대건설,2019-10-26,0,김연견,0.0,0.0,0.0,0.0,9.0,8.0,9.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2019-10-27,0,테일러,36.96,40.0,45.45,0.0,15.0,11.0,3.0,0.0,6.0,1.0,3,L,0.3272727272727272,1,,,,
한국도로공사,2019-10-27,0,박정아,34.0,31.03,35.29,0.0,13.0,9.0,6.0,1.0,6.0,0.0,6,L,0.3090909090909091,1,,,,
한국도로공사,2019-10-27,0,문정원,50.0,33.33,71.43,0.0,18.0,14.0,9.0,2.0,3.0,1.0,6,R,0.1454545454545454,1,,,,
한국도로공사,2019-10-27,0,정대영,38.46,40.0,0.0,0.25,5.0,5.0,2.0,1.0,12.0,2.0,1,C,0.1454545454545454,1,,,,
한국도로공사,2019-10-27,0,정선아,9.09,0.0,0.0,0.0,4.0,3.0,3.0,0.0,14.0,2.0,0,C,0.0545454545454545,1,,,,
한국도로공사,2019-10-27,0,이원정,0.0,0.0,0.0,0.25,3.0,2.0,11.0,2.0,2.0,0.0,1,S,0.0181818181818181,0,,,,
한국도로공사,2019-10-27,0,유서연,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3,L,0.0,0,,,,
한국도로공사,2019-10-27,0,이효희,0.0,0.0,0.0,0.0,12.0,9.0,102.0,39.0,7.0,0.0,2,S,0.0,1,,,,
한국도로공사,2019-10-27,0,임명옥,0.0,0.0,0.0,0.0,28.0,21.0,12.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2019-10-27,0,전새얀,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
GS칼텍스,2019-10-27,1,러츠,46.81,55.56,50.0,0.0,10.0,7.0,1.0,0.0,15.0,3.0,4,R,0.3472222222222222,1,,,,
GS칼텍스,2019-10-27,1,강소휘,57.14,46.15,66.67,0.25,9.0,7.0,8.0,0.0,8.0,2.0,6,L,0.2638888888888889,1,,,,
GS칼텍스,2019-10-27,1,이소영,35.14,27.27,50.0,0.0,14.0,13.0,3.0,0.0,8.0,1.0,3,L,0.1944444444444444,1,,,,
GS칼텍스,2019-10-27,1,김유리,38.46,25.0,0.0,0.25,5.0,4.0,1.0,1.0,13.0,2.0,2,C,0.1111111111111111,1,,,,
GS칼텍스,2019-10-27,1,한수지,50.0,100.0,0.0,0.0,7.0,5.0,5.0,0.0,17.0,4.0,2,C,0.0694444444444444,1,,,,
GS칼텍스,2019-10-27,1,이고은,0.0,0.0,0.0,0.25,6.0,6.0,58.0,28.0,4.0,0.0,1,S,0.0138888888888888,1,,,,
GS칼텍스,2019-10-27,1,안혜진,0.0,0.0,0.0,0.0,4.0,3.0,44.0,21.0,1.0,0.0,0,S,0.0,0,,,,
GS칼텍스,2019-10-27,1,한다혜,0.0,0.0,0.0,0.0,24.0,21.0,6.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
KGC인삼공사,2019-10-29,1,디우프,28.57,25.45,20.0,0.0,19.0,14.0,3.0,0.0,16.0,1.0,5,R,0.391304347826087,1,,,,
KGC인삼공사,2019-10-29,1,최은지,41.67,26.09,72.73,0.0,24.0,21.0,13.0,1.0,10.0,0.0,4,L,0.217391304347826,1,,,,
KGC인삼공사,2019-10-29,1,박은진,56.25,50.0,0.0,0.2,6.0,5.0,6.0,2.0,11.0,1.0,1,C,0.1594202898550724,1,,,,
KGC인삼공사,2019-10-29,1,채선아,28.13,20.0,57.14,0.0,22.0,16.0,9.0,1.0,6.0,0.0,5,L,0.1304347826086956,1,,,,
KGC인삼공사,2019-10-29,1,한송이,22.22,14.29,0.0,0.2,14.0,13.0,3.0,0.0,18.0,4.0,0,C,0.1014492753623188,1,,,,
KGC인삼공사,2019-10-29,1,염혜선,0.0,0.0,0.0,0.0,29.0,23.0,155.0,52.0,10.0,0.0,3,S,0.0,1,,,,
KGC인삼공사,2019-10-29,1,노란,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1,L,0.0,0,,,,
KGC인삼공사,2019-10-29,1,오지영,0.0,0.0,0.0,0.0,36.0,31.0,15.0,5.0,0.0,0.0,0,Li,0.0,0,,,,
흥국생명,2019-10-29,0,이재영,29.23,20.51,33.33,0.4,21.0,19.0,5.0,1.0,21.0,1.0,9,L,0.275,1,,,,
흥국생명,2019-10-29,0,루시아,37.29,32.43,33.33,0.0,17.0,13.0,1.0,0.0,8.0,0.0,9,R,0.275,1,,,,
흥국생명,2019-10-29,0,김미연,35.0,31.58,33.33,0.2,16.0,14.0,7.0,4.0,15.0,0.0,9,R,0.1875,1,,,,
흥국생명,2019-10-29,0,김세영,60.0,33.33,0.0,0.0,11.0,10.0,6.0,1.0,21.0,4.0,1,C,0.1625,1,,,,
흥국생명,2019-10-29,0,이주아,36.36,33.33,0.0,0.0,0.0,0.0,5.0,1.0,7.0,0.0,4,C,0.05,1,,,,
흥국생명,2019-10-29,0,김채연,0.0,0.0,0.0,0.33,1.0,1.0,0.0,0.0,5.0,1.0,1,C,0.025,0,,,,
흥국생명,2019-10-29,0,조송화,0.0,0.0,0.0,0.2,24.0,22.0,142.0,53.0,9.0,1.0,1,S,0.025,1,,,,
흥국생명,2019-10-29,0,김해란,0.0,0.0,0.0,0.0,39.0,34.0,22.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
흥국생명,2019-10-29,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0,,,,
흥국생명,2019-10-29,0,신연경,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
GS칼텍스,2019-10-30,1,강소휘,65.0,72.73,50.0,1.67,10.0,9.0,4.0,0.0,8.0,2.0,4,L,0.3225806451612903,1,,,,
GS칼텍스,2019-10-30,1,러츠,53.13,52.17,50.0,0.67,5.0,4.0,0.0,0.0,4.0,0.0,5,R,0.3064516129032258,1,,,,
GS칼텍스,2019-10-30,1,이소영,45.0,50.0,50.0,0.0,14.0,13.0,2.0,0.0,6.0,1.0,2,L,0.1612903225806451,1,,,,
GS칼텍스,2019-10-30,1,김유리,66.67,0.0,0.0,0.0,3.0,3.0,3.0,3.0,9.0,1.0,1,C,0.0806451612903225,1,,,,
GS칼텍스,2019-10-30,1,한수지,50.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,14.0,3.0,2,C,0.0806451612903225,1,,,,
GS칼텍스,2019-10-30,1,이고은,50.0,50.0,0.0,0.0,4.0,2.0,63.0,35.0,4.0,1.0,1,S,0.0483870967741935,1,,,,
GS칼텍스,2019-10-30,1,한다혜,0.0,0.0,0.0,0.0,18.0,17.0,4.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
IBK기업은행,2019-10-30,0,어나이,38.24,29.41,50.0,0.33,6.0,6.0,5.0,1.0,7.0,3.0,4,L,0.4857142857142857,1,,,,
IBK기업은행,2019-10-30,0,표승주,16.67,14.29,22.22,0.67,9.0,7.0,2.0,0.0,3.0,1.0,0,L,0.1714285714285714,1,,,,
IBK기업은행,2019-10-30,0,김수지,55.56,100.0,0.0,0.0,1.0,1.0,4.0,1.0,14.0,1.0,2,C,0.1714285714285714,1,,,,
IBK기업은행,2019-10-30,0,김희진,16.67,11.11,16.67,0.0,6.0,3.0,2.0,1.0,2.0,0.0,3,R,0.0857142857142857,1,,,,
IBK기업은행,2019-10-30,0,김주향,40.0,50.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,1,L,0.0571428571428571,1,,,,
IBK기업은행,2019-10-30,0,이나연,0.0,0.0,0.0,0.0,1.0,1.0,57.0,18.0,1.0,1.0,2,S,0.0285714285714285,1,,,,
IBK기업은행,2019-10-30,0,백목화,0.0,0.0,0.0,0.0,18.0,18.0,6.0,0.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2019-10-31,0,테일러,33.33,30.43,36.36,0.0,5.0,4.0,0.0,0.0,7.0,1.0,5,L,0.4,1,,,,
한국도로공사,2019-10-31,0,박정아,23.81,13.64,38.46,0.0,6.0,5.0,3.0,0.0,9.0,2.0,5,L,0.3,1,,,,
한국도로공사,2019-10-31,0,정대영,22.22,0.0,0.0,0.0,3.0,1.0,1.0,0.0,9.0,2.0,2,C,0.1,1,,,,
한국도로공사,2019-10-31,0,문정원,12.5,0.0,25.0,1.0,19.0,15.0,13.0,2.0,7.0,0.0,3,R,0.1,1,,,,
한국도로공사,2019-10-31,0,이원정,100.0,100.0,0.0,0.67,1.0,1.0,46.0,14.0,4.0,1.0,0,S,0.1,0,,,,
한국도로공사,2019-10-31,0,임명옥,0.0,0.0,0.0,0.0,27.0,22.0,12.0,0.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2019-10-31,1,양효진,54.17,37.5,0.0,0.0,6.0,6.0,6.0,2.0,19.0,2.0,2,C,0.2678571428571428,1,,,,
현대건설,2019-10-31,1,마야,46.43,52.94,50.0,0.33,10.0,9.0,1.0,0.0,4.0,0.0,5,R,0.25,1,,,,
현대건설,2019-10-31,1,고예림,40.91,29.41,80.0,0.0,11.0,11.0,4.0,1.0,5.0,0.0,0,L,0.1607142857142857,1,,,,
현대건설,2019-10-31,1,황민경,28.0,18.75,44.44,0.33,16.0,12.0,3.0,1.0,4.0,0.0,3,L,0.1428571428571428,1,,,,
현대건설,2019-10-31,1,정지윤,25.0,28.57,0.0,0.67,8.0,7.0,1.0,0.0,7.0,1.0,1,C,0.0892857142857142,1,,,,
현대건설,2019-10-31,1,이다영,100.0,100.0,0.0,0.67,12.0,10.0,86.0,36.0,11.0,1.0,3,S,0.0892857142857142,1,,,,
현대건설,2019-10-31,1,김연견,0.0,0.0,0.0,0.0,18.0,16.0,9.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
KGC인삼공사,2019-11-02,0,디우프,48.57,36.84,33.33,0.5,8.0,7.0,1.0,0.0,5.0,0.0,4,R,0.5373134328358209,1,,,,
KGC인삼공사,2019-11-02,0,최은지,41.18,41.67,40.0,0.25,18.0,9.0,10.0,0.0,5.0,0.0,5,L,0.2238805970149253,1,,,,
KGC인삼공사,2019-11-02,0,박은진,38.46,50.0,0.0,0.5,2.0,2.0,3.0,1.0,17.0,4.0,2,C,0.1641791044776119,1,,,,
KGC인삼공사,2019-11-02,0,한송이,25.0,66.67,0.0,0.25,5.0,3.0,6.0,0.0,14.0,0.0,2,C,0.044776119402985,1,,,,
KGC인삼공사,2019-11-02,0,채선아,10.0,0.0,33.33,0.0,12.0,9.0,4.0,1.0,6.0,0.0,2,L,0.0149253731343283,1,,,,
KGC인삼공사,2019-11-02,0,염혜선,0.0,0.0,0.0,0.0,11.0,9.0,113.0,49.0,6.0,1.0,2,S,0.0149253731343283,1,,,,
KGC인삼공사,2019-11-02,0,노란,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
KGC인삼공사,2019-11-02,0,오지영,0.0,0.0,0.0,0.0,33.0,29.0,4.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
GS칼텍스,2019-11-02,1,러츠,54.9,48.48,66.67,0.25,12.0,9.0,3.0,0.0,15.0,3.0,1,R,0.4050632911392405,1,,,,
GS칼텍스,2019-11-02,1,강소휘,33.33,26.09,60.0,0.75,10.0,10.0,6.0,1.0,14.0,2.0,6,L,0.2278481012658227,1,,,,
GS칼텍스,2019-11-02,1,이소영,53.33,50.0,57.14,0.5,16.0,15.0,3.0,1.0,8.0,0.0,3,L,0.2278481012658227,1,,,,
GS칼텍스,2019-11-02,1,김유리,66.67,100.0,0.0,0.0,2.0,1.0,0.0,0.0,17.0,1.0,0,C,0.0632911392405063,1,,,,
GS칼텍스,2019-11-02,1,한수지,66.67,100.0,100.0,0.0,5.0,3.0,3.0,1.0,17.0,3.0,2,C,0.0632911392405063,1,,,,
GS칼텍스,2019-11-02,1,이고은,0.0,0.0,0.0,0.0,13.0,13.0,83.0,34.0,3.0,1.0,1,S,0.0126582278481012,1,,,,
GS칼텍스,2019-11-02,1,안혜진,0.0,0.0,0.0,0.0,2.0,2.0,27.0,17.0,1.0,0.0,1,S,0.0,0,,,,
GS칼텍스,2019-11-02,1,이현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0,,,,
GS칼텍스,2019-11-02,1,한다혜,0.0,0.0,0.0,0.0,23.0,18.0,11.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
GS칼텍스,2019-11-02,1,한수진,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
현대건설,2019-11-03,1,양효진,48.39,47.83,0.0,1.25,2.0,2.0,6.0,1.0,13.0,2.0,5,C,0.3013698630136986,1,,,,
현대건설,2019-11-03,1,마야,41.46,42.11,66.67,0.25,13.0,12.0,1.0,0.0,7.0,0.0,3,R,0.2465753424657534,1,,,,
현대건설,2019-11-03,1,정지윤,50.0,50.0,0.0,0.0,5.0,5.0,4.0,2.0,17.0,4.0,1,C,0.1643835616438356,1,,,,
현대건설,2019-11-03,1,이다영,66.67,66.67,0.0,0.5,6.0,6.0,99.0,43.0,8.0,4.0,5,S,0.136986301369863,1,,,,
현대건설,2019-11-03,1,황민경,58.33,33.33,83.33,0.25,14.0,12.0,3.0,1.0,2.0,0.0,2,L,0.1095890410958904,1,,,,
현대건설,2019-11-03,1,고예림,16.67,11.11,50.0,0.0,11.0,10.0,2.0,0.0,7.0,0.0,1,L,0.0273972602739726,1,,,,
현대건설,2019-11-03,1,이다현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,C,0.0136986301369863,0,,,,
현대건설,2019-11-03,1,김연견,0.0,0.0,0.0,0.0,18.0,13.0,4.0,0.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2019-11-03,1,이영주,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
IBK기업은행,2019-11-03,0,어나이,45.45,42.86,62.5,0.25,15.0,11.0,8.0,2.0,5.0,1.0,7,L,0.3666666666666666,1,,,,
IBK기업은행,2019-11-03,0,김희진,40.48,30.43,42.86,0.25,10.0,9.0,7.0,0.0,5.0,0.0,9,R,0.3,1,,,,
IBK기업은행,2019-11-03,0,표승주,34.62,25.0,55.56,0.0,5.0,5.0,6.0,1.0,12.0,0.0,2,L,0.15,1,,,,
IBK기업은행,2019-11-03,0,김수지,60.0,50.0,0.0,0.25,5.0,4.0,5.0,3.0,11.0,1.0,1,C,0.0833333333333333,1,,,,
IBK기업은행,2019-11-03,0,김주향,25.0,0.0,0.0,0.0,6.0,4.0,4.0,1.0,5.0,1.0,3,L,0.05,1,,,,
IBK기업은행,2019-11-03,0,이나연,50.0,50.0,0.0,0.25,16.0,14.0,77.0,37.0,8.0,1.0,1,S,0.05,1,,,,
IBK기업은행,2019-11-03,0,박상미,0.0,0.0,0.0,0.0,17.0,14.0,13.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2019-11-05,0,하혜진,38.64,31.25,40.0,0.4,4.0,4.0,6.0,2.0,18.0,2.0,4,L,0.2658227848101265,1,,,,
한국도로공사,2019-11-05,0,박정아,34.15,9.52,78.57,0.0,18.0,15.0,5.0,0.0,17.0,4.0,7,L,0.2278481012658227,1,,,,
한국도로공사,2019-11-05,0,정대영,36.0,44.44,0.0,0.2,10.0,8.0,8.0,2.0,24.0,6.0,1,C,0.2025316455696202,1,,,,
한국도로공사,2019-11-05,0,테일러,25.93,21.95,50.0,0.0,14.0,11.0,0.0,0.0,13.0,1.0,5,L,0.189873417721519,1,,,,
한국도로공사,2019-11-05,0,문정원,42.86,28.57,66.67,0.2,30.0,22.0,8.0,1.0,11.0,1.0,4,R,0.1012658227848101,1,,,,
한국도로공사,2019-11-05,0,이효희,0.0,0.0,0.0,0.2,17.0,13.0,115.0,42.0,6.0,0.0,1,S,0.0126582278481012,1,,,,
한국도로공사,2019-11-05,0,유서연,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
한국도로공사,2019-11-05,0,이원정,0.0,0.0,0.0,0.0,2.0,2.0,27.0,8.0,2.0,0.0,1,S,0.0,0,,,,
한국도로공사,2019-11-05,0,임명옥,0.0,0.0,0.0,0.0,25.0,24.0,14.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
한국도로공사,2019-11-05,0,전새얀,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,L,0.0,0,,,,
KGC인삼공사,2019-11-05,1,디우프,38.38,43.33,38.46,0.4,14.0,9.0,5.0,1.0,11.0,0.0,8,R,0.5063291139240507,1,,,,
KGC인삼공사,2019-11-05,1,최은지,35.29,31.25,40.0,0.2,21.0,17.0,11.0,2.0,17.0,3.0,6,L,0.2025316455696202,1,,,,
KGC인삼공사,2019-11-05,1,박은진,45.45,50.0,0.0,0.4,5.0,5.0,1.0,1.0,17.0,3.0,2,C,0.1265822784810126,1,,,,
KGC인삼공사,2019-11-05,1,한송이,47.06,50.0,0.0,0.0,10.0,9.0,16.0,5.0,20.0,1.0,2,C,0.1139240506329113,1,,,,
KGC인삼공사,2019-11-05,1,채선아,14.29,0.0,66.67,0.0,16.0,12.0,4.0,1.0,7.0,1.0,2,L,0.0379746835443038,1,,,,
KGC인삼공사,2019-11-05,1,염혜선,0.0,0.0,0.0,0.2,27.0,26.0,134.0,52.0,6.0,0.0,3,S,0.0126582278481012,1,,,,
KGC인삼공사,2019-11-05,1,나현수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,C,0.0,0,,,,
KGC인삼공사,2019-11-05,1,노란,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0,L,0.0,0,,,,
KGC인삼공사,2019-11-05,1,오지영,0.0,0.0,0.0,0.0,38.0,35.0,23.0,4.0,0.0,0.0,0,Li,0.0,0,,,,
KGC인삼공사,2019-11-05,1,정호영,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,L,0.0,0,,,,
GS칼텍스,2019-11-06,1,러츠,36.0,33.33,0.0,0.5,8.0,6.0,0.0,0.0,13.0,5.0,7,R,0.3571428571428571,1,,,,
GS칼텍스,2019-11-06,1,강소휘,43.33,50.0,30.0,0.5,11.0,9.0,4.0,0.0,4.0,1.0,1,L,0.2285714285714285,1,,,,
GS칼텍스,2019-11-06,1,이소영,45.83,25.0,60.0,0.25,17.0,14.0,2.0,0.0,7.0,2.0,2,L,0.2,1,,,,
GS칼텍스,2019-11-06,1,안혜진,0.0,0.0,0.0,1.5,4.0,3.0,55.0,23.0,3.0,0.0,3,S,0.0857142857142857,1,,,,
GS칼텍스,2019-11-06,1,한수지,50.0,0.0,0.0,0.5,2.0,1.0,2.0,2.0,15.0,3.0,1,C,0.0857142857142857,1,,,,
GS칼텍스,2019-11-06,1,김유리,28.57,0.0,0.0,0.0,5.0,5.0,2.0,0.0,12.0,0.0,1,C,0.0285714285714285,1,,,,
GS칼텍스,2019-11-06,1,이현,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0,S,0.0142857142857142,0,,,,
GS칼텍스,2019-11-06,1,이고은,0.0,0.0,0.0,0.0,5.0,4.0,35.0,12.0,2.0,0.0,0,S,0.0,0,,,,
GS칼텍스,2019-11-06,1,한다혜,0.0,0.0,0.0,0.0,24.0,22.0,12.0,3.0,0.0,0.0,0,Li,0.0,0,,,,
현대건설,2019-11-06,0,마야,18.6,15.0,0.0,0.75,11.0,10.0,2.0,0.0,8.0,1.0,9,R,0.2352941176470588,1,,,,
현대건설,2019-11-06,0,황민경,36.36,28.57,57.14,0.5,7.0,5.0,4.0,2.0,8.0,0.0,5,L,0.196078431372549,1,,,,
현대건설,2019-11-06,0,고예림,47.62,50.0,44.44,0.0,5.0,3.0,3.0,1.0,5.0,0.0,7,L,0.196078431372549,1,,,,
현대건설,2019-11-06,0,양효진,45.0,60.0,0.0,0.0,2.0,2.0,6.0,1.0,16.0,1.0,4,C,0.196078431372549,1,,,,
현대건설,2019-11-06,0,정지윤,40.0,50.0,0.0,0.5,5.0,4.0,1.0,0.0,4.0,0.0,2,C,0.1176470588235294,1,,,,
현대건설,2019-11-06,0,이다영,0.0,0.0,0.0,0.25,17.0,14.0,101.0,37.0,12.0,2.0,3,S,0.0588235294117647,1,,,,
현대건설,2019-11-06,0,김연견,0.0,0.0,0.0,0.0,22.0,20.0,9.0,2.0,0.0,0.0,0,Li,0.0,0,,,,
IBK기업은행,2019-11-07,0,어나이,30.3,33.33,35.71,0.0,17.0,15.0,5.0,1.0,6.0,0.0,9,L,0.4545454545454545,1,,,,
IBK기업은행,2019-11-07,0,표승주,25.0,22.22,28.57,0.0,20.0,16.0,9.0,2.0,6.0,0.0,2,L,0.2045454545454545,1,,,,
IBK기업은행,2019-11-07,0,김수지,7.14,20.0,0.0,0.25,4.0,4.0,6.0,1.0,22.0,5.0,2,C,0.1590909090909091,1,,,,
IBK기업은행,2019-11-07,0,김현지,30.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,15.0,1.0,3,C,0.0909090909090909,1,,,,
